#parameter variation file for learning
#varied parameters:
#case = 3
#computationIndex = 2
#functionData = {'nArms': 1, 'evaluationSteps': 5000, 'episodeSteps': 1000, 'episodeStepsMax': 1250, 'totalLearningSteps': 200000, 'logLevel': 3, 'lossThreshold': 0.01, 'rewardThreshold': 0.95, 'meanSampleSize': 10, 'RLalgorithm': 'TD3', 'rewardMode': 2, 'rewardPositionFactor': 0.5, 'stepUpdateTime': 0.02, 'thresholdFactor': 0.5, 'cartForce': 12, 'numberOfTests': 50, 'relativeFriction': 0.0, 'storeBestModel': 'models/SinglePendulum_TD3_r2_Model', 'netarchLayerSize': 64, 'netarchNumberOfLayers': 2, 'stopWhenAllTestsSuccess': True, 'breakTestsWhenFailed': False, 'nThreadsTraining': 1, 'resultsFile': 'models/SinglePendulum_TD3_r2_Results', 'verbose': True}
#
'totalSteps': 1004, 'rewardStep': 0.45436921714507655, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.45436921714507655, 'totalEpisodes': 84, 'stepsPerEpisode': 25, 'rewardPerEpisode': 14.950914769055103
'totalSteps': 2005, 'rewardStep': 0.4446071392930207, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.44948817821904863, 'totalEpisodes': 170, 'stepsPerEpisode': 18, 'rewardPerEpisode': 14.999564275782806
'totalSteps': 3026, 'rewardStep': 0.3977022086317117, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.432226188356603, 'totalEpisodes': 261, 'stepsPerEpisode': 24, 'rewardPerEpisode': 18.68033146925287
'totalSteps': 4032, 'rewardStep': 0.4468603195451384, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.43588472115373683, 'totalEpisodes': 341, 'stepsPerEpisode': 21, 'rewardPerEpisode': 14.94032942815429
'totalSteps': 5033, 'rewardStep': 0.3574642162641037, 'errorList': [], 'lossList': [0.8140121847391129, 0.0, 0.0, 0.0, -0.8695008158683777, 0.05548863112926483, 0.0], 'rewardMean': 0.42020062017581017, 'totalEpisodes': 437, 'stepsPerEpisode': 4, 'rewardPerEpisode': 2.61366940958073
'totalSteps': 6136, 'rewardStep': 0.4763109588760335, 'errorList': [], 'lossList': [4.128152996301651, 0.0, 0.0, 0.0, -4.628290176391602, 0.5001371800899506, 0.0], 'rewardMean': 0.42458896852200156, 'totalEpisodes': 525, 'stepsPerEpisode': 329, 'rewardPerEpisode': 259.7938743312356
'totalSteps': 7386, 'rewardStep': 0.5529934693325347, 'errorList': [], 'lossList': [8.65715965628624, 0.0, 0.0, 0.0, -9.383561134338379, 0.7264014780521393, 0.0], 'rewardMean': 0.435427601525953, 'totalEpisodes': 527, 'stepsPerEpisode': 281, 'rewardPerEpisode': 240.37552325846335
'totalSteps': 8636, 'rewardStep': 0.6488537505283039, 'errorList': [], 'lossList': [13.179392218589783, 0.0, 0.0, 0.0, -14.152115821838379, 0.9727236032485962, 0.0], 'rewardMean': 0.4558522626494813, 'totalEpisodes': 528, 'stepsPerEpisode': 351, 'rewardPerEpisode': 285.21399477207507
'totalSteps': 9869, 'rewardStep': 0.357250021341027, 'errorList': [], 'lossList': [16.880001068115234, 0.0, 0.0, 0.0, -17.784879684448242, 0.9048786163330078, 0.0], 'rewardMean': 0.44776182519134444, 'totalEpisodes': 530, 'stepsPerEpisode': 898, 'rewardPerEpisode': 622.4820973523643
'totalSteps': 11004, 'rewardStep': 0.30617580939802447, 'errorList': [], 'lossList': [17.912445068359375, 0.0, 0.0, 0.0, -20.484474182128906, 2.5720291137695312, 0.0], 'rewardMean': 0.4196249231619216, 'totalEpisodes': 534, 'stepsPerEpisode': 199, 'rewardPerEpisode': 143.47916553374503
'totalSteps': 12137, 'rewardStep': 0.4924578763194857, 'errorList': [], 'lossList': [22.491839051246643, 0.0, 0.0, 0.0, -23.914966583251953, 1.42312753200531, 0.0], 'rewardMean': 0.446623655172998, 'totalEpisodes': 539, 'stepsPerEpisode': 198, 'rewardPerEpisode': 152.50753032880206
