#parameter variation file for learning
#varied parameters:
#case = 3
#computationIndex = 2
#functionData = {'nArms': 1, 'evaluationSteps': 5000, 'episodeSteps': 1000, 'episodeStepsMax': 1250, 'totalLearningSteps': 200000, 'logLevel': 3, 'lossThreshold': 0.01, 'rewardThreshold': 0.95, 'meanSampleSize': 10, 'RLalgorithm': 'SAC', 'rewardMode': 2, 'rewardPositionFactor': 0.5, 'stepUpdateTime': 0.02, 'thresholdFactor': 0.5, 'cartForce': 12, 'numberOfTests': 50, 'relativeFriction': 0.0, 'storeBestModel': 'models/SinglePendulum_SAC_r2_Model', 'netarchLayerSize': 64, 'netarchNumberOfLayers': 2, 'stopWhenAllTestsSuccess': False, 'breakTestsWhenFailed': False, 'nThreadsTraining': 1, 'resultsFile': 'models/SinglePendulum_SAC_r2_Results', 'verbose': True}
#
'totalSteps': 1001, 'rewardStep': 0.3866770465874699, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.3866770465874699, 'totalEpisodes': 85, 'stepsPerEpisode': 13, 'rewardPerEpisode': 8.720225876534187
'totalSteps': 2006, 'rewardStep': 0.46097548017469825, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.4238262633810841, 'totalEpisodes': 181, 'stepsPerEpisode': 7, 'rewardPerEpisode': 4.978838171844656
'totalSteps': 3013, 'rewardStep': 0.39889884618794885, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.41551712431670573, 'totalEpisodes': 266, 'stepsPerEpisode': 22, 'rewardPerEpisode': 16.377658675075438
'totalSteps': 4013, 'rewardStep': 0.42677384842671084, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.418331305344207, 'totalEpisodes': 355, 'stepsPerEpisode': 3, 'rewardPerEpisode': 1.5229770960100963
'totalSteps': 5018, 'rewardStep': 0.4560899145946224, 'errorList': [], 'lossList': [1.7808344050522344, 0.0, 0.0, 0.0, -1.9685080647468567, 0.21460802853107452, -0.02737570647150278], 'rewardMean': 0.42588302719429005, 'totalEpisodes': 452, 'stepsPerEpisode': 27, 'rewardPerEpisode': 21.609612515657872
'totalSteps': 6094, 'rewardStep': 0.4983842910234608, 'errorList': [], 'lossList': [10.348220409659806, 0.0, 0.0, 0.0, -10.600636959075928, 0.5721646249294281, -0.8249325156211853], 'rewardMean': 0.4482244760814883, 'totalEpisodes': 468, 'stepsPerEpisode': 493, 'rewardPerEpisode': 392.23638909920294
'totalSteps': 7182, 'rewardStep': 0.4865921659166888, 'errorList': [], 'lossList': [17.68526835448789, 0.0, 0.0, 0.0, -18.80065155029297, 1.2805240750312805, -0.9894514977931976], 'rewardMean': 0.4533478132298864, 'totalEpisodes': 469, 'stepsPerEpisode': 1088, 'rewardPerEpisode': 813.0432953770137
'totalSteps': 8185, 'rewardStep': 0.4467190916062185, 'errorList': [], 'lossList': [23.443773025201455, 0.0, 0.0, 0.0, -25.636892318725586, 2.2040911316871643, -0.13253964483737946], 'rewardMean': 0.4629118623135402, 'totalEpisodes': 472, 'stepsPerEpisode': 404, 'rewardPerEpisode': 317.95244171811447
'totalSteps': 9303, 'rewardStep': 0.4042675960722426, 'errorList': [], 'lossList': [30.092465684646562, 0.0, 0.0, 0.0, -32.18054962158203, 2.1054575443267822, -0.3282780796289444], 'rewardMean': 0.4584106118426467, 'totalEpisodes': 475, 'stepsPerEpisode': 474, 'rewardPerEpisode': 398.536047490928
'totalSteps': 10363, 'rewardStep': 0.44765156357617203, 'errorList': [], 'lossList': [33.285667862570804, 0.0, 0.0, 0.0, -36.50410079956055, 3.19449520111084, 0.5094218999147415], 'rewardMean': 0.45672294163895655, 'totalEpisodes': 480, 'stepsPerEpisode': 299, 'rewardPerEpisode': 245.98094170733373
'totalSteps': 11590, 'rewardStep': 0.42746884461921725, 'errorList': [], 'lossList': [34.1869910345894, 0.0, 0.0, 0.0, -41.164306640625, 6.964601516723633, 0.30275098979473114], 'rewardMean': 0.44253985235810783, 'totalEpisodes': 485, 'stepsPerEpisode': 360, 'rewardPerEpisode': 294.74672281398847
