#parameter variation file for learning
#varied parameters:
#case = 1
#computationIndex = 0
#functionData = {'nArms': 1, 'evaluationSteps': 5000, 'episodeSteps': 1000, 'episodeStepsMax': 1250, 'totalLearningSteps': 200000, 'logLevel': 3, 'lossThreshold': 0.01, 'rewardThreshold': 0.95, 'meanSampleSize': 10, 'RLalgorithm': 'TD3', 'rewardMode': 2, 'rewardPositionFactor': 0.5, 'stepUpdateTime': 0.02, 'thresholdFactor': 0.5, 'cartForce': 12, 'numberOfTests': 50, 'relativeFriction': 0.0, 'storeBestModel': 'models/SinglePendulum_TD3_r2_Model', 'netarchLayerSize': 64, 'netarchNumberOfLayers': 2, 'stopWhenAllTestsSuccess': True, 'breakTestsWhenFailed': False, 'nThreadsTraining': 1, 'resultsFile': 'models/SinglePendulum_TD3_r2_Results', 'verbose': True}
#
'totalSteps': 1000, 'rewardStep': 0.36789448614600806, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.36789448614600806, 'totalEpisodes': 79, 'stepsPerEpisode': 3, 'rewardPerEpisode': 1.435574214008849
'totalSteps': 2004, 'rewardStep': 0.4882852887984178, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.428089887472213, 'totalEpisodes': 172, 'stepsPerEpisode': 8, 'rewardPerEpisode': 5.803749077547948
'totalSteps': 3013, 'rewardStep': 0.4611312468538779, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.4391036739327679, 'totalEpisodes': 260, 'stepsPerEpisode': 17, 'rewardPerEpisode': 11.988989786817308
'totalSteps': 4014, 'rewardStep': 0.3392161321016013, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.4141317884749762, 'totalEpisodes': 345, 'stepsPerEpisode': 19, 'rewardPerEpisode': 12.453547092606302
'totalSteps': 5019, 'rewardStep': 0.20267946342846127, 'errorList': [], 'lossList': [0.686561955139041, 0.0, 0.0, 0.0, -0.739410400390625, 0.05284844525158405, 0.0], 'rewardMean': 0.3718413234656732, 'totalEpisodes': 436, 'stepsPerEpisode': 6, 'rewardPerEpisode': 3.616668498145159
'totalSteps': 6269, 'rewardStep': 0.9446477448879874, 'errorList': [], 'lossList': [5.607409931719303, 0.0, 0.0, 0.0, -5.710476875305176, 0.10306694358587265, 0.0], 'rewardMean': 0.4295166493398712, 'totalEpisodes': 482, 'stepsPerEpisode': 544, 'rewardPerEpisode': 497.5926355937724
'totalSteps': 7519, 'rewardStep': 0.4288435228480722, 'errorList': [], 'lossList': [8.782225012779236, 0.0, 0.0, 0.0, -9.899677276611328, 1.1174522638320923, 0.0], 'rewardMean': 0.43561155301007765, 'totalEpisodes': 483, 'stepsPerEpisode': 880, 'rewardPerEpisode': 701.2372784884434
'totalSteps': 8577, 'rewardStep': 0.4836519939886813, 'errorList': [], 'lossList': [13.411854267120361, 0.0, 0.0, 0.0, -13.908273696899414, 0.49641942977905273, 0.0], 'rewardMean': 0.4346848940481303, 'totalEpisodes': 487, 'stepsPerEpisode': 191, 'rewardPerEpisode': 126.48967935265688
'totalSteps': 9613, 'rewardStep': 0.491906756341156, 'errorList': [], 'lossList': [14.743447482585907, 0.0, 0.0, 0.0, -16.94768714904785, 2.2042396664619446, 0.0], 'rewardMean': 0.44083999594558587, 'totalEpisodes': 491, 'stepsPerEpisode': 289, 'rewardPerEpisode': 204.94815008740758
'totalSteps': 10703, 'rewardStep': 0.3661390319460418, 'errorList': [], 'lossList': [15.578723460435867, 0.0, 0.0, 0.0, -20.163969039916992, 4.585245579481125, 0.0], 'rewardMean': 0.446224575914474, 'totalEpisodes': 496, 'stepsPerEpisode': 153, 'rewardPerEpisode': 109.48496658964163
'totalSteps': 11953, 'rewardStep': 0.5963450439403337, 'errorList': [], 'lossList': [20.758706033229828, 0.0, 0.0, 0.0, -22.970674514770508, 2.21196848154068, 0.0], 'rewardMean': 0.4855911339656613, 'totalEpisodes': 501, 'stepsPerEpisode': 265, 'rewardPerEpisode': 218.07614549804717
