#EXUDYN parameter variation results file:models\Curriculum-Learning\SP\PPO_CL_Var2_ResultsVar.txt
#results stored columnwise for every parameter and individual
#Exudyn version = 1.7.0; Python3.9.11; Windows AVX2 FLOAT64; Windows10 V10.0.19045; AMD64; Intel64 Family 6 Model 186 Stepping 2, GenuineIntel(processing=multiprocessing.Pool, numberOfThreads=20)
#
#columns:
#globalIndex,value,decaySteps_0,decaySteps_1,controlValues_00,controlValues_01,controlValues_10,controlValues_11,dFactor,case,computationIndex
#parameter ranges [format: (begin, end, numberOfVariations) or list, parameters separated with ";"]:
#[0];(3000, 6000, 4);(1, 5, 5);(2, 10, 5);[0];[0];[0.0005, 0.00075, 0.00025];(1, 5, 5)
0, (0, -1), 0, 3000.0, 1, 2.0, 0, 0, 0.0005, 1, 0
1, (48, 25600), 0, 3000.0, 1, 2.0, 0, 0, 0.0005, 2, 1
2, (43, 23040), 0, 3000.0, 1, 2.0, 0, 0, 0.0005, 3, 2
3, (50, 20480), 0, 3000.0, 1, 2.0, 0, 0, 0.0005, 4, 3
4, (50, 25600), 0, 3000.0, 1, 2.0, 0, 0, 0.0005, 5, 4
5, (1, 21760), 0, 3000.0, 1, 2.0, 0, 0, 0.00075, 1, 5
6, (0, -1), 0, 3000.0, 1, 2.0, 0, 0, 0.00075, 2, 6
7, (50, 23040), 0, 3000.0, 1, 2.0, 0, 0, 0.00075, 3, 7
8, (50, 25600), 0, 3000.0, 1, 2.0, 0, 0, 0.00075, 4, 8
9, (3, 11520), 0, 3000.0, 1, 2.0, 0, 0, 0.00075, 5, 9
10, (37, 21760), 0, 3000.0, 1, 2.0, 0, 0, 0.00025, 1, 10
11, (0, -1), 0, 3000.0, 1, 2.0, 0, 0, 0.00025, 2, 11
12, (27, 23040), 0, 3000.0, 1, 2.0, 0, 0, 0.00025, 3, 12
13, (50, 25600), 0, 3000.0, 1, 2.0, 0, 0, 0.00025, 4, 13
14, (50, 25600), 0, 3000.0, 1, 2.0, 0, 0, 0.00025, 5, 14
15, (0, -1), 0, 3000.0, 1, 4.0, 0, 0, 0.0005, 1, 15
16, (50, 25600), 0, 3000.0, 1, 4.0, 0, 0, 0.0005, 2, 16
17, (0, -1), 0, 3000.0, 1, 4.0, 0, 0, 0.0005, 3, 17
18, (0, -1), 0, 3000.0, 1, 4.0, 0, 0, 0.0005, 4, 18
19, (50, 21760), 0, 3000.0, 1, 4.0, 0, 0, 0.0005, 5, 19
20, (50, 20480), 0, 3000.0, 1, 4.0, 0, 0, 0.00075, 1, 20
21, (3, 16640), 0, 3000.0, 1, 4.0, 0, 0, 0.00075, 2, 21
22, (3, 20480), 0, 3000.0, 1, 4.0, 0, 0, 0.00075, 3, 22
23, (50, 25600), 0, 3000.0, 1, 4.0, 0, 0, 0.00075, 4, 23
24, (50, 25600), 0, 3000.0, 1, 4.0, 0, 0, 0.00075, 5, 24
25, (50, 20480), 0, 3000.0, 1, 4.0, 0, 0, 0.00025, 1, 25
26, (46, 25600), 0, 3000.0, 1, 4.0, 0, 0, 0.00025, 2, 26
27, (14, 21760), 0, 3000.0, 1, 4.0, 0, 0, 0.00025, 3, 27
28, (50, 25600), 0, 3000.0, 1, 4.0, 0, 0, 0.00025, 4, 28
29, (50, 25600), 0, 3000.0, 1, 4.0, 0, 0, 0.00025, 5, 29
30, (0, -1), 0, 3000.0, 1, 6.0, 0, 0, 0.0005, 1, 30
31, (50, 23040), 0, 3000.0, 1, 6.0, 0, 0, 0.0005, 2, 31
32, (50, 15360), 0, 3000.0, 1, 6.0, 0, 0, 0.0005, 3, 32
33, (50, 25600), 0, 3000.0, 1, 6.0, 0, 0, 0.0005, 4, 33
34, (50, 21760), 0, 3000.0, 1, 6.0, 0, 0, 0.0005, 5, 34
35, (3, 21760), 0, 3000.0, 1, 6.0, 0, 0, 0.00075, 1, 35
36, (50, 23040), 0, 3000.0, 1, 6.0, 0, 0, 0.00075, 2, 36
37, (37, 23040), 0, 3000.0, 1, 6.0, 0, 0, 0.00075, 3, 37
38, (50, 25600), 0, 3000.0, 1, 6.0, 0, 0, 0.00075, 4, 38
39, (46, 23040), 0, 3000.0, 1, 6.0, 0, 0, 0.00075, 5, 39
40, (1, 16640), 0, 3000.0, 1, 6.0, 0, 0, 0.00025, 1, 40
41, (50, 25600), 0, 3000.0, 1, 6.0, 0, 0, 0.00025, 2, 41
42, (49, 20480), 0, 3000.0, 1, 6.0, 0, 0, 0.00025, 3, 42
43, (50, 21760), 0, 3000.0, 1, 6.0, 0, 0, 0.00025, 4, 43
44, (0, -1), 0, 3000.0, 1, 6.0, 0, 0, 0.00025, 5, 44
45, (50, 25600), 0, 3000.0, 1, 8.0, 0, 0, 0.0005, 1, 45
