#EXUDYN parameter variation results file:models\Curriculum-Learning\SP\PPO_CL_Var3_LIN_ResultsVar.txt
#results stored columnwise for every parameter and individual
#Exudyn version = 1.7.0; Python3.9.11; Windows AVX2 FLOAT64; Windows10 V10.0.19045; AMD64; Intel64 Family 6 Model 186 Stepping 2, GenuineIntel(processing=multiprocessing.Pool, numberOfThreads=20)
#stableBaselines3 version = 1.8.0; torch version = 2.1.1+cpu
#
#columns:
#globalIndex,value,decaySteps_0,decaySteps_1,controlValues_00,controlValues_01,controlValues_10,controlValues_11,case,computationIndex
#parameter ranges [format: (begin, end, numberOfVariations) or list, parameters separated with ";"]:
#[0];(5000, 10000, 6);[1];(2, 10, 5);[0];[0];(1, 5, 5)
0, (50, 19200), 0, 5000.0, 1, 2.0, 0, 0, 1, 0
1, (29, 23040), 0, 5000.0, 1, 2.0, 0, 0, 2, 1
2, (50, 24320), 0, 5000.0, 1, 2.0, 0, 0, 3, 2
3, (50, 25600), 0, 5000.0, 1, 2.0, 0, 0, 4, 3
4, (50, 24320), 0, 5000.0, 1, 2.0, 0, 0, 5, 4
5, (50, 20480), 0, 5000.0, 1, 4.0, 0, 0, 1, 5
6, (50, 25600), 0, 5000.0, 1, 4.0, 0, 0, 2, 6
7, (50, 23040), 0, 5000.0, 1, 4.0, 0, 0, 3, 7
8, (2, 17920), 0, 5000.0, 1, 4.0, 0, 0, 4, 8
9, (50, 24320), 0, 5000.0, 1, 4.0, 0, 0, 5, 9
10, (0, -1), 0, 5000.0, 1, 6.0, 0, 0, 1, 10
11, (50, 23040), 0, 5000.0, 1, 6.0, 0, 0, 2, 11
12, (50, 20480), 0, 5000.0, 1, 6.0, 0, 0, 3, 12
13, (29, 21760), 0, 5000.0, 1, 6.0, 0, 0, 4, 13
14, (50, 25600), 0, 5000.0, 1, 6.0, 0, 0, 5, 14
15, (27, 20480), 0, 5000.0, 1, 8.0, 0, 0, 1, 15
16, (50, 23040), 0, 5000.0, 1, 8.0, 0, 0, 2, 16
17, (50, 21760), 0, 5000.0, 1, 8.0, 0, 0, 3, 17
18, (50, 25600), 0, 5000.0, 1, 8.0, 0, 0, 4, 18
19, (0, -1), 0, 5000.0, 1, 8.0, 0, 0, 5, 19
20, (50, 25600), 0, 5000.0, 1, 10.0, 0, 0, 1, 20
21, (50, 23040), 0, 5000.0, 1, 10.0, 0, 0, 2, 21
22, (2, 24320), 0, 5000.0, 1, 10.0, 0, 0, 3, 22
23, (50, 25600), 0, 5000.0, 1, 10.0, 0, 0, 4, 23
24, (1, 10240), 0, 5000.0, 1, 10.0, 0, 0, 5, 24
25, (50, 25600), 0, 6000.0, 1, 2.0, 0, 0, 1, 25
26, (50, 25600), 0, 6000.0, 1, 2.0, 0, 0, 2, 26
27, (0, -1), 0, 6000.0, 1, 2.0, 0, 0, 3, 27
28, (50, 20480), 0, 6000.0, 1, 2.0, 0, 0, 4, 28
29, (50, 25600), 0, 6000.0, 1, 2.0, 0, 0, 5, 29
30, (50, 16640), 0, 6000.0, 1, 4.0, 0, 0, 1, 30
31, (48, 23040), 0, 6000.0, 1, 4.0, 0, 0, 2, 31
32, (50, 21760), 0, 6000.0, 1, 4.0, 0, 0, 3, 32
33, (0, -1), 0, 6000.0, 1, 4.0, 0, 0, 4, 33
34, (50, 25600), 0, 6000.0, 1, 4.0, 0, 0, 5, 34
35, (3, 21760), 0, 6000.0, 1, 6.0, 0, 0, 1, 35
36, (0, -1), 0, 6000.0, 1, 6.0, 0, 0, 2, 36
37, (44, 24320), 0, 6000.0, 1, 6.0, 0, 0, 3, 37
38, (50, 25600), 0, 6000.0, 1, 6.0, 0, 0, 4, 38
39, (50, 25600), 0, 6000.0, 1, 6.0, 0, 0, 5, 39
40, (46, 25600), 0, 6000.0, 1, 8.0, 0, 0, 1, 40
41, (50, 23040), 0, 6000.0, 1, 8.0, 0, 0, 2, 41
42, (45, 23040), 0, 6000.0, 1, 8.0, 0, 0, 3, 42
43, (50, 19200), 0, 6000.0, 1, 8.0, 0, 0, 4, 43
44, (0, -1), 0, 6000.0, 1, 8.0, 0, 0, 5, 44
45, (50, 21760), 0, 6000.0, 1, 10.0, 0, 0, 1, 45
46, (50, 19200), 0, 6000.0, 1, 10.0, 0, 0, 2, 46
47, (50, 19200), 0, 6000.0, 1, 10.0, 0, 0, 3, 47
48, (50, 25600), 0, 6000.0, 1, 10.0, 0, 0, 4, 48
49, (0, -1), 0, 6000.0, 1, 10.0, 0, 0, 5, 49
50, (0, -1), 0, 7000.0, 1, 2.0, 0, 0, 1, 50
51, (50, 23040), 0, 7000.0, 1, 2.0, 0, 0, 2, 51
52, (50, 20480), 0, 7000.0, 1, 2.0, 0, 0, 3, 52
53, (50, 19200), 0, 7000.0, 1, 2.0, 0, 0, 4, 53
54, (50, 24320), 0, 7000.0, 1, 2.0, 0, 0, 5, 54
55, (50, 20480), 0, 7000.0, 1, 4.0, 0, 0, 1, 55
56, (49, 23040), 0, 7000.0, 1, 4.0, 0, 0, 2, 56
57, (0, -1), 0, 7000.0, 1, 4.0, 0, 0, 3, 57
58, (50, 25600), 0, 7000.0, 1, 4.0, 0, 0, 4, 58
59, (50, 19200), 0, 7000.0, 1, 4.0, 0, 0, 5, 59
60, (43, 25600), 0, 7000.0, 1, 6.0, 0, 0, 1, 60
61, (50, 19200), 0, 7000.0, 1, 6.0, 0, 0, 2, 61
62, (50, 20480), 0, 7000.0, 1, 6.0, 0, 0, 3, 62
63, (49, 20480), 0, 7000.0, 1, 6.0, 0, 0, 4, 63
64, (50, 25600), 0, 7000.0, 1, 6.0, 0, 0, 5, 64
65, (0, -1), 0, 7000.0, 1, 8.0, 0, 0, 1, 65
66, (50, 25600), 0, 7000.0, 1, 8.0, 0, 0, 2, 66
67, (50, 23040), 0, 7000.0, 1, 8.0, 0, 0, 3, 67
68, (50, 14080), 0, 7000.0, 1, 8.0, 0, 0, 4, 68
69, (1, 19200), 0, 7000.0, 1, 8.0, 0, 0, 5, 69
70, (0, -1), 0, 7000.0, 1, 10.0, 0, 0, 1, 70
71, (50, 25600), 0, 7000.0, 1, 10.0, 0, 0, 2, 71
72, (50, 23040), 0, 7000.0, 1, 10.0, 0, 0, 3, 72
73, (50, 25600), 0, 7000.0, 1, 10.0, 0, 0, 4, 73
74, (0, -1), 0, 7000.0, 1, 10.0, 0, 0, 5, 74
75, (50, 20480), 0, 8000.0, 1, 2.0, 0, 0, 1, 75
76, (50, 19200), 0, 8000.0, 1, 2.0, 0, 0, 2, 76
77, (50, 19200), 0, 8000.0, 1, 2.0, 0, 0, 3, 77
78, (50, 20480), 0, 8000.0, 1, 2.0, 0, 0, 4, 78
79, (50, 25600), 0, 8000.0, 1, 2.0, 0, 0, 5, 79
80, (47, 25600), 0, 8000.0, 1, 4.0, 0, 0, 1, 80
81, (50, 25600), 0, 8000.0, 1, 4.0, 0, 0, 2, 81
82, (50, 20480), 0, 8000.0, 1, 4.0, 0, 0, 3, 82
83, (50, 25600), 0, 8000.0, 1, 4.0, 0, 0, 4, 83
84, (9, 20480), 0, 8000.0, 1, 4.0, 0, 0, 5, 84
85, (0, -1), 0, 8000.0, 1, 6.0, 0, 0, 1, 85
86, (38, 25600), 0, 8000.0, 1, 6.0, 0, 0, 2, 86
87, (3, 16640), 0, 8000.0, 1, 6.0, 0, 0, 3, 87
88, (50, 20480), 0, 8000.0, 1, 6.0, 0, 0, 4, 88
89, (50, 25600), 0, 8000.0, 1, 6.0, 0, 0, 5, 89
90, (50, 25600), 0, 8000.0, 1, 8.0, 0, 0, 1, 90
