#parameter variation file for learning
#varied parameters:
#case = 2
#computationIndex = 1
#functionData = {'nArms': 3, 'evaluationSteps': 5000, 'episodeSteps': 2500, 'episodeStepsMax': 3125, 'totalLearningSteps': 5000000, 'logLevel': 3, 'lossThreshold': 0.01, 'rewardThreshold': 0.95, 'meanSampleSize': 10, 'RLalgorithm': 'PPO', 'rewardMode': 2, 'rewardPositionFactor': 0.5, 'stepUpdateTime': 0.02, 'thresholdFactor': 0.5, 'cartForce': 120, 'numberOfTests': 50, 'relativeFriction': 0.0, 'storeBestModel': 'models/TP_PPO_r2_Model', 'netarchLayerSize': 64, 'netarchNumberOfLayers': 2, 'stopWhenAllTestsSuccess': False, 'breakTestsWhenFailed': False, 'nThreadsTraining': 1, 'resultsFile': 'models/TP_PPO_r2_Results', 'verbose': True}
#
'totalSteps': 3125, 'rewardStep': 0.4616841690424297, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.4616841690424297, 'totalEpisodes': 1530, 'stepsPerEpisode': 3, 'rewardPerEpisode': 1.9687834086491796
'totalSteps': 6250, 'rewardStep': 0.754456796140091, 'errorList': [], 'lossList': [0.0, -1.3167672782528157, 0.0, 0.5844742741815898, 0.0, 0.0, 0.0], 'rewardMean': 0.5592750447416501, 'totalEpisodes': 3033, 'stepsPerEpisode': 2, 'rewardPerEpisode': 1.6410835734122182
'totalSteps': 9375, 'rewardStep': 0.6985557685702489, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.6149873342730896, 'totalEpisodes': 4294, 'stepsPerEpisode': 1, 'rewardPerEpisode': 0.6985557685702489
'totalSteps': 12500, 'rewardStep': 0.47793627699989105, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.57582988933789, 'totalEpisodes': 5604, 'stepsPerEpisode': 1, 'rewardPerEpisode': 0.47793627699989105
'totalSteps': 15625, 'rewardStep': 0.5864151715418527, 'errorList': [], 'lossList': [0.0, -1.1271619186109425, 0.0, 1.0463265910440562, 0.0, 0.0, 0.0], 'rewardMean': 0.5771530496133854, 'totalEpisodes': 6863, 'stepsPerEpisode': 2, 'rewardPerEpisode': 1.3475305952984975
'totalSteps': 18750, 'rewardStep': 0.709351426399702, 'errorList': [], 'lossList': [0.0, -0.9633317463252009, 0.0, 2.482957527710467, 0.0, 0.0, 0.0], 'rewardMean': 0.5918417581451983, 'totalEpisodes': 7844, 'stepsPerEpisode': 2, 'rewardPerEpisode': 1.3364446824681013
'totalSteps': 21875, 'rewardStep': 0.8378859362891016, 'errorList': [], 'lossList': [0.0, -0.8263007660301365, 0.0, 3.9741409479355325, 0.0, 0.0, 0.0], 'rewardMean': 0.6164461759595887, 'totalEpisodes': 8607, 'stepsPerEpisode': 3, 'rewardPerEpisode': 2.540796316451279
'totalSteps': 25000, 'rewardStep': 0.6701261134396979, 'errorList': [], 'lossList': [0.0, -0.7335370234080724, 0.0, 8.294980034536245, 0.0, 0.0, 0.0], 'rewardMean': 0.6372903703993155, 'totalEpisodes': 9144, 'stepsPerEpisode': 3, 'rewardPerEpisode': 1.9975929347899328
'totalSteps': 28125, 'rewardStep': 0.5469262043424291, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.6250615147495493, 'totalEpisodes': 9571, 'stepsPerEpisode': 2, 'rewardPerEpisode': 1.2266443832470573
'totalSteps': 31250, 'rewardStep': 0.8882486749631683, 'errorList': [], 'lossList': [0.0, -0.6514443794075324, 0.0, 8.894426290356384, 0.0, 0.0, 0.0], 'rewardMean': 0.6440308053888412, 'totalEpisodes': 10048, 'stepsPerEpisode': 4, 'rewardPerEpisode': 3.5700454045899135
'totalSteps': 34375, 'rewardStep': 0.7122647523051133, 'errorList': [], 'lossList': [0.0, -0.5850024757336597, 0.0, 13.898934718540737, 0.0, 0.0, 0.0], 'rewardMean': 0.6454017037623276, 'totalEpisodes': 10421, 'stepsPerEpisode': 1, 'rewardPerEpisode': 0.7122647523051133
'totalSteps': 37500, 'rewardStep': 0.5222784804228255, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.6542701444469146, 'totalEpisodes': 10817, 'stepsPerEpisode': 2, 'rewardPerEpisode': 1.3482376153318751
'totalSteps': 40625, 'rewardStep': 0.7598207497041717, 'errorList': [], 'lossList': [0.0, -0.5194529130142562, 0.0, 15.920998014722551, 0.0, 0.0, 0.0], 'rewardMean': 0.6716107022631463, 'totalEpisodes': 11156, 'stepsPerEpisode': 3, 'rewardPerEpisode': 2.181344735720039
'totalSteps': 43750, 'rewardStep': 0.6583295908408655, 'errorList': [], 'lossList': [0.0, -0.4585047915881994, 0.0, 14.472676898995225, 0.0, 0.0, 0.0], 'rewardMean': 0.6665085187072628, 'totalEpisodes': 11472, 'stepsPerEpisode': 1, 'rewardPerEpisode': 0.6583295908408655
'totalSteps': 46875, 'rewardStep': 0.7238213805609834, 'errorList': [], 'lossList': [0.0, -0.41780538966461106, 0.0, 16.81665539546889, 0.0, 0.0, 0.0], 'rewardMean': 0.655102063134451, 'totalEpisodes': 11749, 'stepsPerEpisode': 12, 'rewardPerEpisode': 9.441908797060664
'totalSteps': 50000, 'rewardStep': 0.7288523839365323, 'errorList': [], 'lossList': [0.0, -0.3774009718578689, 0.0, 16.067130964629506, 0.0, 0.0, 0.0], 'rewardMean': 0.6609746901841345, 'totalEpisodes': 11998, 'stepsPerEpisode': 5, 'rewardPerEpisode': 3.5966971607856273
'totalSteps': 53125, 'rewardStep': 0.5510641727747181, 'errorList': [], 'lossList': [0.0, -0.33959222253488036, 0.0, 16.770587928927675, 0.0, 0.0, 0.0], 'rewardMean': 0.6613884870273632, 'totalEpisodes': 12241, 'stepsPerEpisode': 1, 'rewardPerEpisode': 0.5510641727747181
'totalSteps': 56250, 'rewardStep': 0.8577145284960819, 'errorList': [], 'lossList': [0.0, -0.30217086788342923, 0.0, 15.032465511438797, 0.0, 0.0, 0.0], 'rewardMean': 0.6924673194427287, 'totalEpisodes': 12460, 'stepsPerEpisode': 5, 'rewardPerEpisode': 3.7707968426585055
'totalSteps': 59375, 'rewardStep': 0.6635360057582345, 'errorList': [], 'lossList': [0.0, -0.25717687813603146, 0.0, 19.64126422064645, 0.0, 0.0, 0.0], 'rewardMean': 0.6699960525222352, 'totalEpisodes': 12691, 'stepsPerEpisode': 58, 'rewardPerEpisode': 48.363652905566525
'totalSteps': 62500, 'rewardStep': 0.69349332635224, 'errorList': [], 'lossList': [0.0, -0.20796373434820953, 0.0, 19.25515644696294, 0.0, 0.0, 0.0], 'rewardMean': 0.668118909926948, 'totalEpisodes': 12934, 'stepsPerEpisode': 12, 'rewardPerEpisode': 8.472459918351182
'totalSteps': 65625, 'rewardStep': 0.7501111261982114, 'errorList': [], 'lossList': [0.0, -0.16037351194084906, 0.0, 19.61720978678489, 0.0, 0.0, 0.0], 'rewardMean': 0.6909021745044864, 'totalEpisodes': 13121, 'stepsPerEpisode': 25, 'rewardPerEpisode': 19.709408058701612
'totalSteps': 68750, 'rewardStep': 0.566628891881533, 'errorList': [], 'lossList': [0.0, -0.12295956371390089, 0.0, 22.781484777100232, 0.0, 0.0, 0.0], 'rewardMean': 0.6953372156503572, 'totalEpisodes': 13317, 'stepsPerEpisode': 42, 'rewardPerEpisode': 33.36661262582138
'totalSteps': 71875, 'rewardStep': 0.8064197369968523, 'errorList': [], 'lossList': [0.0, -0.08405061913084011, 0.0, 31.53718728435283, 0.0, 0.0, 0.0], 'rewardMean': 0.6999971143796252, 'totalEpisodes': 13502, 'stepsPerEpisode': 11, 'rewardPerEpisode': 9.492028229036922
'totalSteps': 75000, 'rewardStep': 0.6024804703555038, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.6822781113105412, 'totalEpisodes': 13649, 'stepsPerEpisode': 42, 'rewardPerEpisode': 34.12534069865207
'totalSteps': 78125, 'rewardStep': 0.6618779197894457, 'errorList': [], 'lossList': [0.0, -0.05353898345207681, 0.0, 24.199100502169863, 0.0, 0.0, 0.0], 'rewardMean': 0.6755806648958325, 'totalEpisodes': 13815, 'stepsPerEpisode': 7, 'rewardPerEpisode': 4.619880719500825
'totalSteps': 81250, 'rewardStep': 0.5900153856269021, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.6527058718941329, 'totalEpisodes': 13984, 'stepsPerEpisode': 9, 'rewardPerEpisode': 5.561022322749654
'totalSteps': 84375, 'rewardStep': 0.5675796509225152, 'errorList': [], 'lossList': [0.0, -0.011804249821876993, 0.0, 25.357055485005283, 0.0, 0.0, 0.0], 'rewardMean': 0.643110236410561, 'totalEpisodes': 14144, 'stepsPerEpisode': 12, 'rewardPerEpisode': 7.651454018561097
'totalSteps': 87500, 'rewardStep': 0.8414734631149331, 'errorList': [], 'lossList': [0.0, 0.03002612299608941, 0.0, 27.918698688429227, 0.0, 0.0, 0.0], 'rewardMean': 0.6579082500868303, 'totalEpisodes': 14292, 'stepsPerEpisode': 8, 'rewardPerEpisode': 7.025658478943362
'totalSteps': 90625, 'rewardStep': 0.860895401553763, 'errorList': [], 'lossList': [0.0, 0.050576179854723874, 0.0, 31.365376846157776, 0.0, 0.0, 0.0], 'rewardMean': 0.6689866776223854, 'totalEpisodes': 14443, 'stepsPerEpisode': 19, 'rewardPerEpisode': 17.200471630849545
'totalSteps': 93750, 'rewardStep': 0.7706569189460822, 'errorList': [], 'lossList': [0.0, 0.07563338475111796, 0.0, 25.007141660184278, 0.0, 0.0, 0.0], 'rewardMean': 0.6893894803288403, 'totalEpisodes': 14596, 'stepsPerEpisode': 34, 'rewardPerEpisode': 27.87614181311705
'totalSteps': 96875, 'rewardStep': 0.639002707061741, 'errorList': [], 'lossList': [0.0, 0.11095977311535757, 0.0, 27.59358161225611, 0.0, 0.0, 0.0], 'rewardMean': 0.6726477773353292, 'totalEpisodes': 14739, 'stepsPerEpisode': 22, 'rewardPerEpisode': 14.782778040494833
'totalSteps': 100000, 'rewardStep': 0.5783567166848631, 'errorList': [], 'lossList': [0.0, 0.13718583465230708, 0.0, 28.3707931946735, 0.0, 0.0, 0.0], 'rewardMean': 0.6702354019682651, 'totalEpisodes': 14871, 'stepsPerEpisode': 36, 'rewardPerEpisode': 23.21292300638244
'totalSteps': 103125, 'rewardStep': 0.7329217732539868, 'errorList': [], 'lossList': [0.0, 0.16320291158496117, 0.0, 20.487776386494538, 0.0, 0.0, 0.0], 'rewardMean': 0.6832795322581134, 'totalEpisodes': 15012, 'stepsPerEpisode': 26, 'rewardPerEpisode': 21.180209323954337
'totalSteps': 106250, 'rewardStep': 0.8412540479793902, 'errorList': [], 'lossList': [0.0, 0.19736845344305037, 0.0, 23.00002640510092, 0.0, 0.0, 0.0], 'rewardMean': 0.701217145077108, 'totalEpisodes': 15148, 'stepsPerEpisode': 36, 'rewardPerEpisode': 31.231851827011244
'totalSteps': 109375, 'rewardStep': 0.6206975511291108, 'errorList': [], 'lossList': [0.0, 0.23308803563823505, 0.0, 15.475607997543957, 0.0, 0.0, 0.0], 'rewardMean': 0.7042853616273288, 'totalEpisodes': 15297, 'stepsPerEpisode': 15, 'rewardPerEpisode': 10.31787306026039
'totalSteps': 112500, 'rewardStep': 0.8427336208263616, 'errorList': [], 'lossList': [0.0, 0.27020847900789613, 0.0, 16.81781667397947, 0.0, 0.0, 0.0], 'rewardMean': 0.7295571851472747, 'totalEpisodes': 15432, 'stepsPerEpisode': 41, 'rewardPerEpisode': 34.30151413379429
'totalSteps': 115625, 'rewardStep': 0.9256559104487065, 'errorList': [], 'lossList': [0.0, 0.3006993725591776, 0.0, 17.122929362861477, 0.0, 0.0, 0.0], 'rewardMean': 0.7653648110998938, 'totalEpisodes': 15555, 'stepsPerEpisode': 23, 'rewardPerEpisode': 20.728989972627787
'totalSteps': 118750, 'rewardStep': 0.7444403171478404, 'errorList': [], 'lossList': [0.0, 0.3271981051381753, 0.0, 21.682371195968315, 0.0, 0.0, 0.0], 'rewardMean': 0.7556614965031846, 'totalEpisodes': 15652, 'stepsPerEpisode': 32, 'rewardPerEpisode': 24.5090064863526
'totalSteps': 121875, 'rewardStep': 0.6841053351885942, 'errorList': [], 'lossList': [0.0, 0.3470006156332639, 0.0, 17.76522738009083, 0.0, 0.0, 0.0], 'rewardMean': 0.7379824898666676, 'totalEpisodes': 15795, 'stepsPerEpisode': 35, 'rewardPerEpisode': 27.893698004383833
'totalSteps': 125000, 'rewardStep': 0.5845179707825712, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.7139201214223995, 'totalEpisodes': 15895, 'stepsPerEpisode': 6, 'rewardPerEpisode': 3.8535860783233455
'totalSteps': 128125, 'rewardStep': 0.6534053792019223, 'errorList': [], 'lossList': [0.0, 0.36801986323327435, 0.0, 16.35054226894768, 0.0, 0.0, 0.0], 'rewardMean': 0.7214249876741056, 'totalEpisodes': 16028, 'stepsPerEpisode': 17, 'rewardPerEpisode': 12.82407607542262
'totalSteps': 131250, 'rewardStep': 0.8387433064861044, 'errorList': [], 'lossList': [0.0, 0.3847298207331677, 0.0, 14.949876759976757, 0.0, 0.0, 0.0], 'rewardMean': 0.7320071409973172, 'totalEpisodes': 16145, 'stepsPerEpisode': 9, 'rewardPerEpisode': 7.68584217731982
'totalSteps': 134375, 'rewardStep': 0.8162049760388975, 'errorList': [], 'lossList': [0.0, 0.4057726845449331, 0.0, 14.83602469210722, 0.0, 0.0, 0.0], 'rewardMean': 0.7295022338032681, 'totalEpisodes': 16244, 'stepsPerEpisode': 52, 'rewardPerEpisode': 46.035097975424286
'totalSteps': 137500, 'rewardStep': 0.7641195201956485, 'errorList': [], 'lossList': [0.0, 0.4209924576842055, 0.0, 21.933392125733043, 0.0, 0.0, 0.0], 'rewardMean': 0.7438444307099218, 'totalEpisodes': 16343, 'stepsPerEpisode': 12, 'rewardPerEpisode': 9.002435494994135
'totalSteps': 140625, 'rewardStep': 0.8753505194438057, 'errorList': [], 'lossList': [0.0, 0.4325425799403872, 0.0, 15.343728796316652, 0.0, 0.0, 0.0], 'rewardMean': 0.7471061205716663, 'totalEpisodes': 16452, 'stepsPerEpisode': 23, 'rewardPerEpisode': 19.886396759910518
'totalSteps': 143750, 'rewardStep': 0.6937160758052475, 'errorList': [], 'lossList': [0.0, 0.4548896589449474, 0.0, 13.170357020047247, 0.0, 0.0, 0.0], 'rewardMean': 0.7239121371073203, 'totalEpisodes': 16558, 'stepsPerEpisode': 9, 'rewardPerEpisode': 6.365458787643489
'totalSteps': 146875, 'rewardStep': 0.8510709577050277, 'errorList': [], 'lossList': [0.0, 0.4599597821430284, 0.0, 10.137898414475577, 0.0, 0.0, 0.0], 'rewardMean': 0.734575201163039, 'totalEpisodes': 16676, 'stepsPerEpisode': 14, 'rewardPerEpisode': 11.964794091821222
'totalSteps': 150000, 'rewardStep': 0.8419298393439023, 'errorList': [], 'lossList': [0.0, 0.4725041904011551, 0.0, 10.672879741629776, 0.0, 0.0, 0.0], 'rewardMean': 0.7503576515785698, 'totalEpisodes': 16811, 'stepsPerEpisode': 1, 'rewardPerEpisode': 0.8419298393439023
'totalSteps': 153125, 'rewardStep': 0.6049408709234729, 'errorList': [], 'lossList': [0.0, 0.5035892116171973, 0.0, 7.136873038934201, 0.0, 0.0, 0.0], 'rewardMean': 0.7523999415926601, 'totalEpisodes': 16949, 'stepsPerEpisode': 44, 'rewardPerEpisode': 32.69842157764237
'totalSteps': 156250, 'rewardStep': 0.7534993067360498, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.7793074679414206, 'totalEpisodes': 17044, 'stepsPerEpisode': 25, 'rewardPerEpisode': 19.643438000687603
'totalSteps': 159375, 'rewardStep': 0.8108751082913728, 'errorList': [], 'lossList': [0.0, 0.5410368527684893, 0.0, 6.673487865194982, 0.0, 0.0, 0.0], 'rewardMean': 0.7765206481219474, 'totalEpisodes': 17164, 'stepsPerEpisode': 36, 'rewardPerEpisode': 31.389629642890277
'totalSteps': 162500, 'rewardStep': 0.7034056308592072, 'errorList': [], 'lossList': [0.0, 0.5680643910047959, 0.0, 8.515895093217187, 0.0, 0.0, 0.0], 'rewardMean': 0.7652407136039784, 'totalEpisodes': 17251, 'stepsPerEpisode': 21, 'rewardPerEpisode': 15.413741711568916
