#parameter variation file for learning
#varied parameters:
#case = 2
#computationIndex = 1
#functionData = {'nArms': 3, 'evaluationSteps': 10000, 'episodeSteps': 1639, 'episodeStepsMax': 2048, 'totalLearningSteps': 1000000, 'logLevel': 3, 'lossThreshold': 0.01, 'rewardThreshold': 0.95, 'meanSampleSize': 10, 'RLalgorithm': 'PPO', 'rewardMode': 9, 'rewardPositionFactor': 0.8, 'stepUpdateTime': 0.02, 'thresholdFactor': 2.25, 'cartForce': 60, 'numberOfTests': 100, 'relativeFriction': 0.0, 'storeBestModel': 'models/TP_PPO_r9_n64_v6_Model', 'netarchLayerSize': 64, 'netarchNumberOfLayers': 2, 'stopWhenAllTestsSuccess': False, 'breakTestsWhenFailed': False, 'nThreadsTraining': 1, 'resultsFile': 'models/TP_PPO_r9_n64_v6_Results', 'verbose': True}
#
'totalSteps': 2048, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -1.3854436323046684, 0.0, 0.19944444128777833, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 222, 'stepsPerEpisode': 5, 'rewardPerEpisode': 1.1848638119489925
'totalSteps': 4096, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -1.2935896039009094, 0.0, 0.16027111818548292, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 428, 'stepsPerEpisode': 2, 'rewardPerEpisode': 0
'totalSteps': 6144, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -1.1830329585820436, 0.0, 0.2971752481535077, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 593, 'stepsPerEpisode': 6, 'rewardPerEpisode': 1.8527283844547808
'totalSteps': 8192, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -1.0779365573078394, 0.0, 0.433217101264745, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 728, 'stepsPerEpisode': 9, 'rewardPerEpisode': 1.9714560423011962
'totalSteps': 10240, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.98033786136657, 0.0, 0.5280233589932323, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 826, 'stepsPerEpisode': 4, 'rewardPerEpisode': 0
'totalSteps': 12288, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.9009990397840738, 0.0, 0.583522810973227, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 910, 'stepsPerEpisode': 13, 'rewardPerEpisode': 3.5925414187616007
'totalSteps': 14336, 'rewardStep': 0.09646082923215238, 'errorList': [], 'lossList': [0.0, -0.8449742374941707, 0.0, 0.829521877784282, 0.0, 0.0, 0.0], 'rewardMean': 0.013780118461736055, 'totalEpisodes': 978, 'stepsPerEpisode': 5, 'rewardPerEpisode': 0.38785007353331746
'totalSteps': 16384, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.7951626418158412, 0.0, 0.7790705223567784, 0.0, 0.0, 0.0], 'rewardMean': 0.012057603654019047, 'totalEpisodes': 1032, 'stepsPerEpisode': 52, 'rewardPerEpisode': 6.2188639502798955
'totalSteps': 18432, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.7485228387638927, 0.0, 0.8791583452373744, 0.0, 0.0, 0.0], 'rewardMean': 0.010717869914683598, 'totalEpisodes': 1081, 'stepsPerEpisode': 33, 'rewardPerEpisode': 4.506952676029518
'totalSteps': 20480, 'rewardStep': 0.01606173416661094, 'errorList': [], 'lossList': [0.0, -0.706385800242424, 0.0, 0.7647459790110588, 0.0, 0.0, 0.0], 'rewardMean': 0.011252256339876332, 'totalEpisodes': 1127, 'stepsPerEpisode': 32, 'rewardPerEpisode': 5.509853521651847
'totalSteps': 22528, 'rewardStep': 0.32280104797869147, 'errorList': [], 'lossList': [0.0, -0.6612667633220554, 0.0, 0.5900543496478349, 0.0, 0.0, 0.0], 'rewardMean': 0.04353236113774548, 'totalEpisodes': 1165, 'stepsPerEpisode': 20, 'rewardPerEpisode': 4.222003839626608
'totalSteps': 24576, 'rewardStep': 0.021005877454197908, 'errorList': [], 'lossList': [0.0, -0.6203261557966471, 0.0, 0.7029977953992784, 0.0, 0.0, 0.0], 'rewardMean': 0.04563294888316527, 'totalEpisodes': 1201, 'stepsPerEpisode': 18, 'rewardPerEpisode': 5.47190952028255
'totalSteps': 26624, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.5794524332508445, 0.0, 0.512876819097437, 0.0, 0.0, 0.0], 'rewardMean': 0.04563294888316527, 'totalEpisodes': 1238, 'stepsPerEpisode': 35, 'rewardPerEpisode': 4.049377631593966
'totalSteps': 28672, 'rewardStep': 0.33830765834240417, 'errorList': [], 'lossList': [0.0, -0.5383987298235298, 0.0, 0.5122852049767971, 0.0, 0.0, 0.0], 'rewardMean': 0.07946371471740568, 'totalEpisodes': 1273, 'stepsPerEpisode': 19, 'rewardPerEpisode': 7.234364389633065
'totalSteps': 30720, 'rewardStep': 0.5642338004752221, 'errorList': [], 'lossList': [0.0, -0.5021892344579101, 0.0, 0.4163085566367954, 0.0, 0.0, 0.0], 'rewardMean': 0.1358870947649279, 'totalEpisodes': 1311, 'stepsPerEpisode': 7, 'rewardPerEpisode': 1.1055143946039183
'totalSteps': 32768, 'rewardStep': 0.4004223511717886, 'errorList': [], 'lossList': [0.0, -0.4587146985344589, 0.0, 0.7117050314322114, 0.0, 0.0, 0.0], 'rewardMean': 0.17592932988210677, 'totalEpisodes': 1346, 'stepsPerEpisode': 19, 'rewardPerEpisode': 4.342097576740863
'totalSteps': 34816, 'rewardStep': 0.7023514133427836, 'errorList': [], 'lossList': [0.0, -0.4150638520717621, 0.0, 0.8033985859714449, 0.0, 0.0, 0.0], 'rewardMean': 0.2365183882931699, 'totalEpisodes': 1380, 'stepsPerEpisode': 30, 'rewardPerEpisode': 12.463631395307164
'totalSteps': 36864, 'rewardStep': 0.5025527445488284, 'errorList': [], 'lossList': [0.0, -0.36286508180201055, 0.0, 0.7491183002479375, 0.0, 0.0, 0.0], 'rewardMean': 0.2867736627480527, 'totalEpisodes': 1413, 'stepsPerEpisode': 12, 'rewardPerEpisode': 3.547134246636781
'totalSteps': 38912, 'rewardStep': 0.40553444512369186, 'errorList': [], 'lossList': [0.0, -0.3050938416272402, 0.0, 0.9488857610151171, 0.0, 0.0, 0.0], 'rewardMean': 0.3273271072604219, 'totalEpisodes': 1442, 'stepsPerEpisode': 2, 'rewardPerEpisode': 0.9005489695759976
'totalSteps': 40960, 'rewardStep': 0.7709482582584374, 'errorList': [], 'lossList': [0.0, -0.2512710694223642, 0.0, 0.8814831902272999, 0.0, 0.0, 0.0], 'rewardMean': 0.4028157596696046, 'totalEpisodes': 1471, 'stepsPerEpisode': 23, 'rewardPerEpisode': 7.51959145014512
'totalSteps': 43008, 'rewardStep': 0.42247513125790703, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.45293009337789697, 'totalEpisodes': 1501, 'stepsPerEpisode': 60, 'rewardPerEpisode': 21.14453750331712
'totalSteps': 45056, 'rewardStep': 0.7378647804076387, 'errorList': [], 'lossList': [0.0, -0.2052099671214819, 0.0, 0.8244974332861602, 0.0, 0.0, 0.0], 'rewardMean': 0.526716571418661, 'totalEpisodes': 1526, 'stepsPerEpisode': 4, 'rewardPerEpisode': 1.3965684794125215
'totalSteps': 47104, 'rewardStep': 0.050197732678473495, 'errorList': [], 'lossList': [0.0, -0.16555209569633006, 0.0, 0.7261375893838704, 0.0, 0.0, 0.0], 'rewardMean': 0.4979055788522679, 'totalEpisodes': 1554, 'stepsPerEpisode': 40, 'rewardPerEpisode': 11.409582096409096
'totalSteps': 49152, 'rewardStep': 0.433163270168193, 'errorList': [], 'lossList': [0.0, -0.11006834022700787, 0.0, 0.9207376354373992, 0.0, 0.0, 0.0], 'rewardMean': 0.48479852582156485, 'totalEpisodes': 1583, 'stepsPerEpisode': 16, 'rewardPerEpisode': 6.5904892976421685
'totalSteps': 51200, 'rewardStep': 0.3064387120788433, 'errorList': [], 'lossList': [0.0, -0.037441821023821834, 0.0, 0.690740078035742, 0.0, 0.0, 0.0], 'rewardMean': 0.4754001619122704, 'totalEpisodes': 1611, 'stepsPerEpisode': 14, 'rewardPerEpisode': 3.8214034173792215
'totalSteps': 53248, 'rewardStep': 0.004289951360812783, 'errorList': [], 'lossList': [0.0, 0.03575208336114884, 0.0, 0.7608833224512637, 0.0, 0.0, 0.0], 'rewardMean': 0.4055940157140732, 'totalEpisodes': 1639, 'stepsPerEpisode': 27, 'rewardPerEpisode': 12.008915199639326
'totalSteps': 55296, 'rewardStep': 0.42784658403535625, 'errorList': [], 'lossList': [0.0, 0.10130921304225922, 0.0, 0.8753632038831711, 0.0, 0.0, 0.0], 'rewardMean': 0.3981233996627261, 'totalEpisodes': 1662, 'stepsPerEpisode': 63, 'rewardPerEpisode': 27.478473149567545
'totalSteps': 57344, 'rewardStep': 0.3971255125110965, 'errorList': [], 'lossList': [0.0, 0.16587275750935077, 0.0, 0.8429284336976707, 0.0, 0.0, 0.0], 'rewardMean': 0.39728250640146656, 'totalEpisodes': 1689, 'stepsPerEpisode': 40, 'rewardPerEpisode': 15.250473233817234
'totalSteps': 59392, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, 0.23960185386240482, 0.0, 0.7059359500184655, 0.0, 0.0, 0.0], 'rewardMean': 0.32018768057562286, 'totalEpisodes': 1716, 'stepsPerEpisode': 29, 'rewardPerEpisode': 9.93141232066085
'totalSteps': 61440, 'rewardStep': 0.06634704168902883, 'errorList': [], 'lossList': [0.0, 0.3074949700385332, 0.0, 1.3252374314703048, 0.0, 0.0, 0.0], 'rewardMean': 0.28457487161873496, 'totalEpisodes': 1742, 'stepsPerEpisode': 42, 'rewardPerEpisode': 15.72241248383411
'totalSteps': 63488, 'rewardStep': 0.6155818498632102, 'errorList': [], 'lossList': [0.0, 0.3777353260666132, 0.0, 0.5911467850208283, 0.0, 0.0, 0.0], 'rewardMean': 0.3038855434792653, 'totalEpisodes': 1771, 'stepsPerEpisode': 75, 'rewardPerEpisode': 31.930746093026173
'totalSteps': 65536, 'rewardStep': 0.6687942297753742, 'errorList': [], 'lossList': [0.0, 0.45925639029592275, 0.0, 0.7783847010694445, 0.0, 0.0, 0.0], 'rewardMean': 0.2969784884160388, 'totalEpisodes': 1799, 'stepsPerEpisode': 31, 'rewardPerEpisode': 15.26977199698823
'totalSteps': 67584, 'rewardStep': 0.29393471718628694, 'errorList': [], 'lossList': [0.0, 0.5437943870201707, 0.0, 0.5979729048442095, 0.0, 0.0, 0.0], 'rewardMean': 0.3213521868668202, 'totalEpisodes': 1826, 'stepsPerEpisode': 69, 'rewardPerEpisode': 18.22956020216887
'totalSteps': 69632, 'rewardStep': 0.3050614055847788, 'errorList': [], 'lossList': [0.0, 0.6148811616003513, 0.0, 0.5574777295347303, 0.0, 0.0, 0.0], 'rewardMean': 0.3085420004084788, 'totalEpisodes': 1854, 'stepsPerEpisode': 84, 'rewardPerEpisode': 40.56158669087215
'totalSteps': 71680, 'rewardStep': 0.29594191184627117, 'errorList': [], 'lossList': [0.0, 0.6653639692813158, 0.0, 1.1329856197349728, 0.0, 0.0, 0.0], 'rewardMean': 0.3074923203852216, 'totalEpisodes': 1879, 'stepsPerEpisode': 23, 'rewardPerEpisode': 12.203591851718048
'totalSteps': 73728, 'rewardStep': 0.747584259583617, 'errorList': [], 'lossList': [0.0, 0.7248432993888855, 0.0, 0.681396621838212, 0.0, 0.0, 0.0], 'rewardMean': 0.381821751207502, 'totalEpisodes': 1905, 'stepsPerEpisode': 33, 'rewardPerEpisode': 10.967082772314571
'totalSteps': 75776, 'rewardStep': 0.8851596472952411, 'errorList': [], 'lossList': [0.0, 0.7883070997893811, 0.0, 0.8193297571502626, 0.0, 0.0, 0.0], 'rewardMean': 0.4275530575334905, 'totalEpisodes': 1929, 'stepsPerEpisode': 38, 'rewardPerEpisode': 23.855506479645697
'totalSteps': 77824, 'rewardStep': 0.8120544700389558, 'errorList': [], 'lossList': [0.0, 0.8405852802097797, 0.0, 1.144261416234076, 0.0, 0.0, 0.0], 'rewardMean': 0.4690459532862764, 'totalEpisodes': 1951, 'stepsPerEpisode': 8, 'rewardPerEpisode': 4.190977338527815
'totalSteps': 79872, 'rewardStep': 0.4670063717027969, 'errorList': [], 'lossList': [0.0, 0.8920601468533278, 0.0, 0.33194243800826373, 0.0, 0.0, 0.0], 'rewardMean': 0.5157465904565561, 'totalEpisodes': 1976, 'stepsPerEpisode': 86, 'rewardPerEpisode': 43.50130558185949
'totalSteps': 81920, 'rewardStep': 0.6091103581997251, 'errorList': [], 'lossList': [0.0, 0.9547947969287633, 0.0, 0.4972605073824525, 0.0, 0.0, 0.0], 'rewardMean': 0.5700229221076257, 'totalEpisodes': 2001, 'stepsPerEpisode': 36, 'rewardPerEpisode': 14.981536343863048
'totalSteps': 83968, 'rewardStep': 0.4101767046260588, 'errorList': [], 'lossList': [0.0, 1.0055589573457837, 0.0, 0.40058040330186484, 0.0, 0.0, 0.0], 'rewardMean': 0.5494824075839106, 'totalEpisodes': 2025, 'stepsPerEpisode': 77, 'rewardPerEpisode': 28.800561875625753
'totalSteps': 86016, 'rewardStep': 0.5909041390038764, 'errorList': [], 'lossList': [0.0, 1.0657847627997399, 0.0, 0.48343125241808593, 0.0, 0.0, 0.0], 'rewardMean': 0.5416933985067607, 'totalEpisodes': 2051, 'stepsPerEpisode': 33, 'rewardPerEpisode': 14.804112217418878
'totalSteps': 88064, 'rewardStep': 0.06669306088992177, 'errorList': [], 'lossList': [0.0, 1.1321642242372036, 0.0, 0.358620933489874, 0.0, 0.0, 0.0], 'rewardMean': 0.5189692328771243, 'totalEpisodes': 2074, 'stepsPerEpisode': 15, 'rewardPerEpisode': 7.413566699169198
'totalSteps': 90112, 'rewardStep': 0.40430479965583055, 'errorList': [], 'lossList': [0.0, 1.188960027694702, 0.0, 0.426314074639231, 0.0, 0.0, 0.0], 'rewardMean': 0.5288935722842294, 'totalEpisodes': 2099, 'stepsPerEpisode': 77, 'rewardPerEpisode': 52.270033159867715
'totalSteps': 92160, 'rewardStep': 0.44341410865565123, 'errorList': [], 'lossList': [0.0, 1.242615696042776, 0.0, 0.3312971803592518, 0.0, 0.0, 0.0], 'rewardMean': 0.5436407919651675, 'totalEpisodes': 2126, 'stepsPerEpisode': 32, 'rewardPerEpisode': 12.926419071147915
'totalSteps': 94208, 'rewardStep': 0.2387069976227394, 'errorList': [], 'lossList': [0.0, 1.2870449423789978, 0.0, 0.4514161204453558, 0.0, 0.0, 0.0], 'rewardMean': 0.4927530657690797, 'totalEpisodes': 2148, 'stepsPerEpisode': 53, 'rewardPerEpisode': 22.236958277978236
