#parameter variation file for learning
#varied parameters:
#case = 3
#computationIndex = 2
#functionData = {'nArms': 3, 'evaluationSteps': 10000, 'episodeSteps': 1639, 'episodeStepsMax': 2048, 'totalLearningSteps': 1000000, 'logLevel': 3, 'lossThreshold': 0.01, 'rewardThreshold': 0.95, 'meanSampleSize': 10, 'RLalgorithm': 'PPO', 'rewardMode': 9, 'rewardPositionFactor': 0.8, 'stepUpdateTime': 0.02, 'thresholdFactor': 2.25, 'cartForce': 60, 'numberOfTests': 100, 'relativeFriction': 0.0, 'storeBestModel': 'models/TP_PPO_r9_n64_v5_Model', 'netarchLayerSize': 64, 'netarchNumberOfLayers': 2, 'stopWhenAllTestsSuccess': False, 'breakTestsWhenFailed': False, 'nThreadsTraining': 1, 'resultsFile': 'models/TP_PPO_r9_n64_v5_Results', 'verbose': True}
#
'totalSteps': 2048, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -1.3809225209057332, 0.0, 0.08764161337167024, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 225, 'stepsPerEpisode': 2, 'rewardPerEpisode': 0.9291733421508147
'totalSteps': 4096, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -1.3080514695495367, 0.0, 0.11309091780567541, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 423, 'stepsPerEpisode': 9, 'rewardPerEpisode': 1.2376891054323327
'totalSteps': 6144, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -1.232217702642083, 0.0, 0.1652904365793802, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 577, 'stepsPerEpisode': 11, 'rewardPerEpisode': 0.727939851797128
'totalSteps': 8192, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -1.1383474346250295, 0.0, 0.18363269148394465, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 695, 'stepsPerEpisode': 13, 'rewardPerEpisode': 0.03274089964167726
'totalSteps': 10240, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -1.0515557870268821, 0.0, 0.2310554340016097, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 787, 'stepsPerEpisode': 1, 'rewardPerEpisode': 0
'totalSteps': 12288, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.9943277936428785, 0.0, 0.36088874880224464, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 857, 'stepsPerEpisode': 30, 'rewardPerEpisode': 0.1027712975755225
'totalSteps': 14336, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.947731120698154, 0.0, 0.4517616971861571, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 914, 'stepsPerEpisode': 14, 'rewardPerEpisode': 2.7712556419100833
'totalSteps': 16384, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.9026573287323117, 0.0, 0.3069288394646719, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 964, 'stepsPerEpisode': 30, 'rewardPerEpisode': 2.683151246727466
'totalSteps': 18432, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.8601599626243115, 0.0, 0.4046831007581204, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 1005, 'stepsPerEpisode': 1, 'rewardPerEpisode': 0
'totalSteps': 20480, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.8285188902169466, 0.0, 0.5251325031276792, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 1041, 'stepsPerEpisode': 65, 'rewardPerEpisode': 5.893087551435227
'totalSteps': 22528, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.7988295532763005, 0.0, 0.4977118880022317, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 1076, 'stepsPerEpisode': 36, 'rewardPerEpisode': 4.5480840604042685
'totalSteps': 24576, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 1110, 'stepsPerEpisode': 60, 'rewardPerEpisode': 3.7612000518568496
'totalSteps': 26624, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.7627478701993823, 0.0, 0.5843119543045759, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 1142, 'stepsPerEpisode': 51, 'rewardPerEpisode': 3.260908155943631
'totalSteps': 28672, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.7283915026113391, 0.0, 0.48713882905431094, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 1179, 'stepsPerEpisode': 7, 'rewardPerEpisode': 0.7532361278201414
'totalSteps': 30720, 'rewardStep': 0.34620691562914585, 'errorList': [], 'lossList': [0.0, -0.6944770028814673, 0.0, 0.4390174952801317, 0.0, 0.0, 0.0], 'rewardMean': 0.034620691562914585, 'totalEpisodes': 1210, 'stepsPerEpisode': 48, 'rewardPerEpisode': 8.438909891682881
'totalSteps': 32768, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.6698007008060813, 0.0, 0.3949162580538541, 0.0, 0.0, 0.0], 'rewardMean': 0.034620691562914585, 'totalEpisodes': 1242, 'stepsPerEpisode': 29, 'rewardPerEpisode': 2.8893250360000726
'totalSteps': 34816, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.643296929821372, 0.0, 0.48249642392620445, 0.0, 0.0, 0.0], 'rewardMean': 0.034620691562914585, 'totalEpisodes': 1273, 'stepsPerEpisode': 35, 'rewardPerEpisode': 3.378850745165587
'totalSteps': 36864, 'rewardStep': 0.5177532819276491, 'errorList': [], 'lossList': [0.0, -0.6187755193561315, 0.0, 0.366784399189055, 0.0, 0.0, 0.0], 'rewardMean': 0.0863960197556795, 'totalEpisodes': 1301, 'stepsPerEpisode': 23, 'rewardPerEpisode': 2.2199031931338546
'totalSteps': 38912, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.5929475175216794, 0.0, 0.4257901951670647, 0.0, 0.0, 0.0], 'rewardMean': 0.0863960197556795, 'totalEpisodes': 1330, 'stepsPerEpisode': 32, 'rewardPerEpisode': 6.385209496488306
'totalSteps': 40960, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.5524228762835264, 0.0, 0.48296357071958484, 0.0, 0.0, 0.0], 'rewardMean': 0.0863960197556795, 'totalEpisodes': 1361, 'stepsPerEpisode': 21, 'rewardPerEpisode': 1.70083210445784
'totalSteps': 43008, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.5043015240691602, 0.0, 0.46828195033594966, 0.0, 0.0, 0.0], 'rewardMean': 0.0863960197556795, 'totalEpisodes': 1390, 'stepsPerEpisode': 54, 'rewardPerEpisode': 11.604286802753977
'totalSteps': 45056, 'rewardStep': 0.5495198798241897, 'errorList': [], 'lossList': [0.0, -0.4640078038908541, 0.0, 0.46254812804982065, 0.0, 0.0, 0.0], 'rewardMean': 0.14134800773809847, 'totalEpisodes': 1422, 'stepsPerEpisode': 62, 'rewardPerEpisode': 11.379540459308394
'totalSteps': 47104, 'rewardStep': 0.6052254641883151, 'errorList': [], 'lossList': [0.0, -0.4248573518358171, 0.0, 0.44328741952776907, 0.0, 0.0, 0.0], 'rewardMean': 0.20187055415692998, 'totalEpisodes': 1446, 'stepsPerEpisode': 86, 'rewardPerEpisode': 17.338916929585256
'totalSteps': 49152, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.3899622423574328, 0.0, 0.6414493560791016, 0.0, 0.0, 0.0], 'rewardMean': 0.20187055415692998, 'totalEpisodes': 1470, 'stepsPerEpisode': 45, 'rewardPerEpisode': 7.936106442897576
'totalSteps': 51200, 'rewardStep': 0.7380971690326299, 'errorList': [], 'lossList': [0.0, -0.34676297195255756, 0.0, 0.45619933689013126, 0.0, 0.0, 0.0], 'rewardMean': 0.24105957949727838, 'totalEpisodes': 1495, 'stepsPerEpisode': 45, 'rewardPerEpisode': 10.572003455800482
'totalSteps': 53248, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.2916360702365637, 0.0, 0.4541378673631698, 0.0, 0.0, 0.0], 'rewardMean': 0.24105957949727838, 'totalEpisodes': 1520, 'stepsPerEpisode': 60, 'rewardPerEpisode': 6.552809369720919
