#parameter variation file for learning
#varied parameters:
#case = 2
#computationIndex = 1
#functionData = {'nArms': 3, 'evaluationSteps': 10000, 'episodeSteps': 1639, 'episodeStepsMax': 2048, 'totalLearningSteps': 1000000, 'logLevel': 3, 'lossThreshold': 0.01, 'rewardThreshold': 0.95, 'meanSampleSize': 10, 'RLalgorithm': 'PPO', 'rewardMode': 9, 'rewardPositionFactor': 0.8, 'stepUpdateTime': 0.02, 'thresholdFactor': 2.25, 'cartForce': 60, 'numberOfTests': 100, 'relativeFriction': 0.0, 'storeBestModel': 'models/TP_PPO_r9_n64_v5_Model', 'netarchLayerSize': 64, 'netarchNumberOfLayers': 2, 'stopWhenAllTestsSuccess': False, 'breakTestsWhenFailed': False, 'nThreadsTraining': 1, 'resultsFile': 'models/TP_PPO_r9_n64_v5_Results', 'verbose': True}
#
'totalSteps': 2048, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -1.389272454753518, 0.0, 0.11074374133022502, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 222, 'stepsPerEpisode': 5, 'rewardPerEpisode': 0.8044045116079149
'totalSteps': 4096, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -1.3150366686284543, 0.0, 0.09085544124245644, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 429, 'stepsPerEpisode': 6, 'rewardPerEpisode': 0
'totalSteps': 6144, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -1.2158639993518592, 0.0, 0.13703844152623787, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 594, 'stepsPerEpisode': 6, 'rewardPerEpisode': 1.2821555512278908
'totalSteps': 8192, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -1.1155409589409828, 0.0, 0.18422736725769936, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 718, 'stepsPerEpisode': 18, 'rewardPerEpisode': 1.2461020053326242
'totalSteps': 10240, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -1.0257208362221717, 0.0, 0.281116888881661, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 810, 'stepsPerEpisode': 4, 'rewardPerEpisode': 0
'totalSteps': 12288, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.9521727399900556, 0.0, 0.34712147002574056, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 891, 'stepsPerEpisode': 5, 'rewardPerEpisode': 0.7532126099450522
'totalSteps': 14336, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.901227205246687, 0.0, 0.22483021032530814, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 959, 'stepsPerEpisode': 8, 'rewardPerEpisode': 0.16685205502923983
'totalSteps': 16384, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 1010, 'stepsPerEpisode': 49, 'rewardPerEpisode': 5.720638074066376
'totalSteps': 18432, 'rewardStep': 0.3674568178592742, 'errorList': [], 'lossList': [0.0, -0.8496919229626656, 0.0, 0.49967883424833415, 0.0, 0.0, 0.0], 'rewardMean': 0.03674568178592742, 'totalEpisodes': 1059, 'stepsPerEpisode': 20, 'rewardPerEpisode': 2.211547939543522
'totalSteps': 20480, 'rewardStep': 0.3901178500462342, 'errorList': [], 'lossList': [0.0, -0.8096870213747025, 0.0, 0.5454073664732277, 0.0, 0.0, 0.0], 'rewardMean': 0.07575746679055084, 'totalEpisodes': 1102, 'stepsPerEpisode': 25, 'rewardPerEpisode': 2.8934822375904803
'totalSteps': 22528, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.7762103760614991, 0.0, 0.3332340025808662, 0.0, 0.0, 0.0], 'rewardMean': 0.07575746679055084, 'totalEpisodes': 1147, 'stepsPerEpisode': 23, 'rewardPerEpisode': 2.988438282094096
'totalSteps': 24576, 'rewardStep': 0.1075266758029847, 'errorList': [], 'lossList': [0.0, -0.7368996405974031, 0.0, 0.3555532436817884, 0.0, 0.0, 0.0], 'rewardMean': 0.08651013437084931, 'totalEpisodes': 1189, 'stepsPerEpisode': 7, 'rewardPerEpisode': 2.2114142532450187
'totalSteps': 26624, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.6855173377320171, 0.0, 0.31287502457853406, 0.0, 0.0, 0.0], 'rewardMean': 0.08651013437084931, 'totalEpisodes': 1228, 'stepsPerEpisode': 13, 'rewardPerEpisode': 1.5610019752467277
'totalSteps': 28672, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.6494103543460369, 0.0, 0.4022402252070606, 0.0, 0.0, 0.0], 'rewardMean': 0.08651013437084931, 'totalEpisodes': 1261, 'stepsPerEpisode': 17, 'rewardPerEpisode': 0.8852376920268845
'totalSteps': 30720, 'rewardStep': 0.6024191450100577, 'errorList': [], 'lossList': [0.0, -0.6143700351938606, 0.0, 0.4300854217726737, 0.0, 0.0, 0.0], 'rewardMean': 0.14675204887185508, 'totalEpisodes': 1296, 'stepsPerEpisode': 2, 'rewardPerEpisode': 0.6024191450100577
'totalSteps': 32768, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.5749013386666775, 0.0, 0.46082873339764774, 0.0, 0.0, 0.0], 'rewardMean': 0.14675204887185508, 'totalEpisodes': 1331, 'stepsPerEpisode': 12, 'rewardPerEpisode': 1.1525982553943015
'totalSteps': 34816, 'rewardStep': 0.216177556296554, 'errorList': [], 'lossList': [0.0, -0.5443091595545411, 0.0, 0.7115139615722, 0.0, 0.0, 0.0], 'rewardMean': 0.16836980450151048, 'totalEpisodes': 1363, 'stepsPerEpisode': 20, 'rewardPerEpisode': 7.797942063514769
'totalSteps': 36864, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.5118063708767295, 0.0, 0.4848080501891673, 0.0, 0.0, 0.0], 'rewardMean': 0.16836980450151048, 'totalEpisodes': 1395, 'stepsPerEpisode': 65, 'rewardPerEpisode': 14.253362996392132
'totalSteps': 38912, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.46419991357252, 0.0, 0.5916330755222589, 0.0, 0.0, 0.0], 'rewardMean': 0.13162412271558305, 'totalEpisodes': 1427, 'stepsPerEpisode': 18, 'rewardPerEpisode': 2.3588338420142616
'totalSteps': 40960, 'rewardStep': 0.09809534406059539, 'errorList': [], 'lossList': [0.0, -0.40122807361185553, 0.0, 0.5864287101663649, 0.0, 0.0, 0.0], 'rewardMean': 0.10242187211701918, 'totalEpisodes': 1457, 'stepsPerEpisode': 79, 'rewardPerEpisode': 15.194995199590284
'totalSteps': 43008, 'rewardStep': 0.6321001814813122, 'errorList': [], 'lossList': [0.0, -0.3415823344141245, 0.0, 0.6112865350209177, 0.0, 0.0, 0.0], 'rewardMean': 0.1656318902651504, 'totalEpisodes': 1489, 'stepsPerEpisode': 40, 'rewardPerEpisode': 7.839433837288457
'totalSteps': 45056, 'rewardStep': 0.07929101406983763, 'errorList': [], 'lossList': [0.0, -0.29588722363114356, 0.0, 0.6115447860676795, 0.0, 0.0, 0.0], 'rewardMean': 0.1628083240918357, 'totalEpisodes': 1515, 'stepsPerEpisode': 115, 'rewardPerEpisode': 23.956050133404723
'totalSteps': 47104, 'rewardStep': 0.39562112720847, 'errorList': [], 'lossList': [0.0, -0.25865833945572375, 0.0, 0.6303747563622892, 0.0, 0.0, 0.0], 'rewardMean': 0.2023704368126827, 'totalEpisodes': 1541, 'stepsPerEpisode': 49, 'rewardPerEpisode': 8.805665832086103
'totalSteps': 49152, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.21728497855365275, 0.0, 0.5766206568107008, 0.0, 0.0, 0.0], 'rewardMean': 0.2023704368126827, 'totalEpisodes': 1570, 'stepsPerEpisode': 10, 'rewardPerEpisode': 2.9856149636498692
'totalSteps': 51200, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.16574544347822667, 0.0, 0.7139550293795764, 0.0, 0.0, 0.0], 'rewardMean': 0.1421285223116769, 'totalEpisodes': 1597, 'stepsPerEpisode': 10, 'rewardPerEpisode': 3.175774522285944
'totalSteps': 53248, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.10968853831291199, 0.0, 0.8393030835315585, 0.0, 0.0, 0.0], 'rewardMean': 0.1421285223116769, 'totalEpisodes': 1620, 'stepsPerEpisode': 1, 'rewardPerEpisode': 0
'totalSteps': 55296, 'rewardStep': 0.597325893788075, 'errorList': [], 'lossList': [0.0, -0.05028735809028149, 0.0, 0.904349924158305, 0.0, 0.0, 0.0], 'rewardMean': 0.18024335606082903, 'totalEpisodes': 1645, 'stepsPerEpisode': 5, 'rewardPerEpisode': 3.140374835682441
'totalSteps': 57344, 'rewardStep': 0.37602086127696266, 'errorList': [], 'lossList': [0.0, 0.019707026705145837, 0.0, 0.5791049576364458, 0.0, 0.0, 0.0], 'rewardMean': 0.21784544218852528, 'totalEpisodes': 1671, 'stepsPerEpisode': 17, 'rewardPerEpisode': 3.609795178794465
'totalSteps': 59392, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, 0.09777541793882846, 0.0, 0.527696667984128, 0.0, 0.0, 0.0], 'rewardMean': 0.21784544218852528, 'totalEpisodes': 1698, 'stepsPerEpisode': 8, 'rewardPerEpisode': 1.8485299669663566
'totalSteps': 61440, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, 0.15849589221179486, 0.0, 0.6949256625026464, 0.0, 0.0, 0.0], 'rewardMean': 0.20803590778246575, 'totalEpisodes': 1723, 'stepsPerEpisode': 46, 'rewardPerEpisode': 11.586351315738
'totalSteps': 63488, 'rewardStep': 0.395088569961775, 'errorList': [], 'lossList': [0.0, 0.22911019213497638, 0.0, 0.5541908839717508, 0.0, 0.0, 0.0], 'rewardMean': 0.18433474663051203, 'totalEpisodes': 1749, 'stepsPerEpisode': 45, 'rewardPerEpisode': 10.799525953564574
'totalSteps': 65536, 'rewardStep': 0.02765284411090696, 'errorList': [], 'lossList': [0.0, 0.29456434585154057, 0.0, 0.6363373196683824, 0.0, 0.0, 0.0], 'rewardMean': 0.17917092963461895, 'totalEpisodes': 1772, 'stepsPerEpisode': 50, 'rewardPerEpisode': 15.573993402537525
'totalSteps': 67584, 'rewardStep': 0.22781592913805893, 'errorList': [], 'lossList': [0.0, 0.35582802146673204, 0.0, 0.6801489599049091, 0.0, 0.0, 0.0], 'rewardMean': 0.16239040982757785, 'totalEpisodes': 1795, 'stepsPerEpisode': 2, 'rewardPerEpisode': 0.22781592913805893
'totalSteps': 69632, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, 0.4222986316308379, 0.0, 0.8139221091754735, 0.0, 0.0, 0.0], 'rewardMean': 0.16239040982757785, 'totalEpisodes': 1818, 'stepsPerEpisode': 8, 'rewardPerEpisode': 0.8991873552054235
'totalSteps': 71680, 'rewardStep': 0.05820488199010432, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.17403138622559874, 'totalEpisodes': 1842, 'stepsPerEpisode': 52, 'rewardPerEpisode': 13.148924322032602
'totalSteps': 73728, 'rewardStep': 0.2724460642216442, 'errorList': [], 'lossList': [0.0, 0.5035590557381511, 0.0, 0.4961752496659756, 0.0, 0.0, 0.0], 'rewardMean': 0.14154340326895565, 'totalEpisodes': 1867, 'stepsPerEpisode': 107, 'rewardPerEpisode': 31.545547676946917
'totalSteps': 75776, 'rewardStep': 0.08729163158620112, 'errorList': [], 'lossList': [0.0, 0.5977624176070094, 0.0, 0.516108826547861, 0.0, 0.0, 0.0], 'rewardMean': 0.11267048029987947, 'totalEpisodes': 1894, 'stepsPerEpisode': 99, 'rewardPerEpisode': 25.729113186046288
'totalSteps': 77824, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, 0.6643689144402742, 0.0, 0.6652459996752441, 0.0, 0.0, 0.0], 'rewardMean': 0.11267048029987947, 'totalEpisodes': 1917, 'stepsPerEpisode': 102, 'rewardPerEpisode': 25.120552319180632
