#parameter variation file for learning
#varied parameters:
#case = 3
#computationIndex = 2
#functionData = {'nArms': 3, 'evaluationSteps': 10000, 'episodeSteps': 1639, 'episodeStepsMax': 2048, 'totalLearningSteps': 1000000, 'logLevel': 3, 'lossThreshold': 0.01, 'rewardThreshold': 0.95, 'meanSampleSize': 10, 'RLalgorithm': 'PPO', 'rewardMode': 9, 'rewardPositionFactor': 0.8, 'stepUpdateTime': 0.02, 'thresholdFactor': 2.25, 'cartForce': 60, 'numberOfTests': 100, 'relativeFriction': 0.0, 'storeBestModel': 'models/TP_PPO_r9_n64_v6_Model', 'netarchLayerSize': 64, 'netarchNumberOfLayers': 2, 'stopWhenAllTestsSuccess': False, 'breakTestsWhenFailed': False, 'nThreadsTraining': 1, 'resultsFile': 'models/TP_PPO_r9_n64_v6_Results', 'verbose': True}
#
'totalSteps': 2048, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -1.3746453568339347, 0.0, 0.1642072332673706, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 225, 'stepsPerEpisode': 2, 'rewardPerEpisode': 0.9375211881881677
'totalSteps': 4096, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -1.2864756237715482, 0.0, 0.20651419872883708, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 413, 'stepsPerEpisode': 7, 'rewardPerEpisode': 1.0524570980339965
'totalSteps': 6144, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -1.1995412338525058, 0.0, 0.20955945677123963, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 574, 'stepsPerEpisode': 16, 'rewardPerEpisode': 0.19508480733210987
'totalSteps': 8192, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -1.1079955581575631, 0.0, 0.3972060608211905, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 698, 'stepsPerEpisode': 11, 'rewardPerEpisode': 1.8093166719902944
'totalSteps': 10240, 'rewardStep': 0.31411217465455676, 'errorList': [], 'lossList': [0.0, -1.0145731810480356, 0.0, 0.4240051991306245, 0.0, 0.0, 0.0], 'rewardMean': 0.06282243493091136, 'totalEpisodes': 798, 'stepsPerEpisode': 1, 'rewardPerEpisode': 0.31411217465455676
'totalSteps': 12288, 'rewardStep': 0.28224484410582473, 'errorList': [], 'lossList': [0.0, -0.9493274467065931, 0.0, 0.6282513801008462, 0.0, 0.0, 0.0], 'rewardMean': 0.09939283646006358, 'totalEpisodes': 870, 'stepsPerEpisode': 21, 'rewardPerEpisode': 4.989873733714332
'totalSteps': 14336, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.9031961049884558, 0.0, 0.741160431690514, 0.0, 0.0, 0.0], 'rewardMean': 0.08519385982291164, 'totalEpisodes': 930, 'stepsPerEpisode': 3, 'rewardPerEpisode': 0.8665663528757106
'totalSteps': 16384, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.8581265045329929, 0.0, 0.8293547969311476, 0.0, 0.0, 0.0], 'rewardMean': 0.07454462734504769, 'totalEpisodes': 986, 'stepsPerEpisode': 22, 'rewardPerEpisode': 5.7513336117849185
'totalSteps': 18432, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.8076305259019136, 0.0, 0.6695199456997216, 0.0, 0.0, 0.0], 'rewardMean': 0.06626189097337572, 'totalEpisodes': 1042, 'stepsPerEpisode': 7, 'rewardPerEpisode': 0.28030960373753777
'totalSteps': 20480, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.05963570187603815, 'totalEpisodes': 1088, 'stepsPerEpisode': 42, 'rewardPerEpisode': 7.256243027784018
'totalSteps': 22528, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.7665588755160571, 0.0, 0.6111060461029411, 0.0, 0.0, 0.0], 'rewardMean': 0.05963570187603815, 'totalEpisodes': 1129, 'stepsPerEpisode': 24, 'rewardPerEpisode': 6.78003628303461
'totalSteps': 24576, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.7296108832582832, 0.0, 0.8550424271263182, 0.0, 0.0, 0.0], 'rewardMean': 0.05963570187603815, 'totalEpisodes': 1171, 'stepsPerEpisode': 21, 'rewardPerEpisode': 3.9107439020291044
'totalSteps': 26624, 'rewardStep': 0.6414760837864671, 'errorList': [], 'lossList': [0.0, -0.707665097527206, 0.0, 0.8824297384358942, 0.0, 0.0, 0.0], 'rewardMean': 0.12378331025468485, 'totalEpisodes': 1212, 'stepsPerEpisode': 27, 'rewardPerEpisode': 9.231583543216322
'totalSteps': 28672, 'rewardStep': 0.039751615883092506, 'errorList': [], 'lossList': [0.0, -0.6814649008214474, 0.0, 0.6314893588423729, 0.0, 0.0, 0.0], 'rewardMean': 0.09634725437753844, 'totalEpisodes': 1252, 'stepsPerEpisode': 29, 'rewardPerEpisode': 3.0198968784689195
