#parameter variation file for learning
#varied parameters:
#case = 1
#computationIndex = 0
#functionData = {'nArms': 3, 'evaluationSteps': 10000, 'episodeSteps': 1639, 'episodeStepsMax': 2048, 'totalLearningSteps': 1000000, 'logLevel': 3, 'lossThreshold': 0.01, 'rewardThreshold': 0.95, 'meanSampleSize': 10, 'RLalgorithm': 'PPO', 'rewardMode': 9, 'rewardPositionFactor': 0.8, 'stepUpdateTime': 0.02, 'thresholdFactor': 2.25, 'cartForce': 60, 'numberOfTests': 100, 'relativeFriction': 0.0, 'storeBestModel': 'models/TP_PPO_r9_n64_v5_Model', 'netarchLayerSize': 64, 'netarchNumberOfLayers': 2, 'stopWhenAllTestsSuccess': False, 'breakTestsWhenFailed': False, 'nThreadsTraining': 1, 'resultsFile': 'models/TP_PPO_r9_n64_v5_Results', 'verbose': True}
#
'totalSteps': 2048, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -1.3916709072887898, 0.0, 0.09756044979440048, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 229, 'stepsPerEpisode': 9, 'rewardPerEpisode': 1.8642405759155758
'totalSteps': 4096, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -1.307064836844802, 0.0, 0.13613690409692936, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 439, 'stepsPerEpisode': 5, 'rewardPerEpisode': 0
'totalSteps': 6144, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -1.2151557121425867, 0.0, 0.11097028192016296, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 599, 'stepsPerEpisode': 10, 'rewardPerEpisode': 0.3537076393653784
'totalSteps': 8192, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -1.1213675525039435, 0.0, 0.22002483941614628, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 729, 'stepsPerEpisode': 7, 'rewardPerEpisode': 0.6587857234299911
'totalSteps': 10240, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -1.0323750320822, 0.0, 0.2729855897370726, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 833, 'stepsPerEpisode': 14, 'rewardPerEpisode': 0.9052128040312187
'totalSteps': 12288, 'rewardStep': 0.7034178768313395, 'errorList': [], 'lossList': [0.0, -0.9517775205895305, 0.0, 0.27582527212798597, 0.0, 0.0, 0.0], 'rewardMean': 0.11723631280522324, 'totalEpisodes': 920, 'stepsPerEpisode': 2, 'rewardPerEpisode': 0.7034178768313395
'totalSteps': 14336, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.8939222140237689, 0.0, 0.5079458833672106, 0.0, 0.0, 0.0], 'rewardMean': 0.10048826811876278, 'totalEpisodes': 976, 'stepsPerEpisode': 9, 'rewardPerEpisode': 0.7261940370162415
'totalSteps': 16384, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.8477713784202934, 0.0, 0.39719646209850906, 0.0, 0.0, 0.0], 'rewardMean': 0.08792723460391744, 'totalEpisodes': 1031, 'stepsPerEpisode': 10, 'rewardPerEpisode': 0.7238761188819836
'totalSteps': 18432, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.8067380901426077, 0.0, 0.3246299524791539, 0.0, 0.0, 0.0], 'rewardMean': 0.07815754187014884, 'totalEpisodes': 1078, 'stepsPerEpisode': 24, 'rewardPerEpisode': 3.015109734647352
'totalSteps': 20480, 'rewardStep': 0.16868314838028609, 'errorList': [], 'lossList': [0.0, -0.7713483175262809, 0.0, 0.31777022578753533, 0.0, 0.0, 0.0], 'rewardMean': 0.08721010252116256, 'totalEpisodes': 1122, 'stepsPerEpisode': 1, 'rewardPerEpisode': 0.16868314838028609
'totalSteps': 22528, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.7314079571515322, 0.0, 0.34462215411476793, 0.0, 0.0, 0.0], 'rewardMean': 0.08721010252116256, 'totalEpisodes': 1163, 'stepsPerEpisode': 18, 'rewardPerEpisode': 3.126466936446879
'totalSteps': 24576, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.6822589997202158, 0.0, 0.36104634469375013, 0.0, 0.0, 0.0], 'rewardMean': 0.08721010252116256, 'totalEpisodes': 1201, 'stepsPerEpisode': 51, 'rewardPerEpisode': 7.172788074508686
'totalSteps': 26624, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.6484604047611355, 0.0, 0.5016686091665179, 0.0, 0.0, 0.0], 'rewardMean': 0.08721010252116256, 'totalEpisodes': 1240, 'stepsPerEpisode': 13, 'rewardPerEpisode': 0.31512013227716307
'totalSteps': 28672, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.6175731861963868, 0.0, 0.52456672526896, 0.0, 0.0, 0.0], 'rewardMean': 0.08721010252116256, 'totalEpisodes': 1278, 'stepsPerEpisode': 11, 'rewardPerEpisode': 0.7803422283729391
'totalSteps': 30720, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -0.5833492491394281, 0.0, 0.3680302751250565, 0.0, 0.0, 0.0], 'rewardMean': 0.08721010252116256, 'totalEpisodes': 1313, 'stepsPerEpisode': 48, 'rewardPerEpisode': 1.7553099284423952
