#parameter variation file for learning
#varied parameters:
#case = 1
#computationIndex = 0
#functionData = {'nArms': 3, 'evaluationSteps': 5000, 'episodeSteps': 2500, 'episodeStepsMax': 3125, 'totalLearningSteps': 5000000, 'logLevel': 3, 'lossThreshold': 0.01, 'rewardThreshold': 0.95, 'meanSampleSize': 10, 'RLalgorithm': 'PPO', 'rewardMode': 2, 'rewardPositionFactor': 0.5, 'stepUpdateTime': 0.02, 'thresholdFactor': 0.5, 'cartForce': 120, 'numberOfTests': 50, 'relativeFriction': 0.0, 'storeBestModel': 'models/TP_PPO_r2_lr5e-5_Model', 'netarchLayerSize': 256, 'netarchNumberOfLayers': 2, 'stopWhenAllTestsSuccess': False, 'breakTestsWhenFailed': False, 'nThreadsTraining': 1, 'resultsFile': 'models/TP_PPO_r2_lr5e-5_Results', 'verbose': True}
#
'totalSteps': 3125, 'rewardStep': 0.34415943552825845, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.34415943552825845, 'totalEpisodes': 1500, 'stepsPerEpisode': 2, 'rewardPerEpisode': 1.1431923480027186
'totalSteps': 6250, 'rewardStep': 0.5832274934746108, 'errorList': [], 'lossList': [0.0, -1.4059018626505015, 0.0, 0.8936294853687287, 0.0, 0.0, 0.0], 'rewardMean': 0.4238487881770426, 'totalEpisodes': 3008, 'stepsPerEpisode': 2, 'rewardPerEpisode': 1.15699954092192
'totalSteps': 9375, 'rewardStep': 0.5438017620800366, 'errorList': [], 'lossList': [0.0, -1.377750323499952, 0.0, 0.9023782538516181, 0.0, 0.0, 0.0], 'rewardMean': 0.4538370316527911, 'totalEpisodes': 4397, 'stepsPerEpisode': 1, 'rewardPerEpisode': 0.5438017620800366
'totalSteps': 12500, 'rewardStep': 0.5972998395725763, 'errorList': [], 'lossList': [0.0, -1.3562664229042676, 0.0, 1.3485863059150929, 0.0, 0.0, 0.0], 'rewardMean': 0.48252959323674816, 'totalEpisodes': 5650, 'stepsPerEpisode': 3, 'rewardPerEpisode': 1.9140453247149827
'totalSteps': 15625, 'rewardStep': 0.8428970274872313, 'errorList': [], 'lossList': [0.0, -1.3388147466036737, 0.0, 2.102427648524849, 0.0, 0.0, 0.0], 'rewardMean': 0.5425908322784954, 'totalEpisodes': 6758, 'stepsPerEpisode': 7, 'rewardPerEpisode': 5.487624400612632
'totalSteps': 18750, 'rewardStep': 0.5490462946113992, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.5442046978617213, 'totalEpisodes': 7766, 'stepsPerEpisode': 2, 'rewardPerEpisode': 1.1085680351717642
'totalSteps': 21875, 'rewardStep': 0.743718034026013, 'errorList': [], 'lossList': [0.0, -1.324211136418946, 0.0, 3.1302733487012433, 0.0, 0.0, 0.0], 'rewardMean': 0.5663728463244203, 'totalEpisodes': 8767, 'stepsPerEpisode': 5, 'rewardPerEpisode': 3.7505923828404266
'totalSteps': 25000, 'rewardStep': 0.5657897465316961, 'errorList': [], 'lossList': [0.0, -1.3113803299105897, 0.0, 4.0907339740772635, 0.0, 0.0, 0.0], 'rewardMean': 0.5663145363451478, 'totalEpisodes': 9681, 'stepsPerEpisode': 1, 'rewardPerEpisode': 0.5657897465316961
'totalSteps': 28125, 'rewardStep': 0.7539079244299292, 'errorList': [], 'lossList': [0.0, -1.298845614705767, 0.0, 4.744663939670641, 0.0, 0.0, 0.0], 'rewardMean': 0.607289385235315, 'totalEpisodes': 10510, 'stepsPerEpisode': 2, 'rewardPerEpisode': 1.4852812687323613
'totalSteps': 31250, 'rewardStep': 0.7700829397178356, 'errorList': [], 'lossList': [0.0, -1.2875956875937327, 0.0, 7.302970179732965, 0.0, 0.0, 0.0], 'rewardMean': 0.6498817356542727, 'totalEpisodes': 11266, 'stepsPerEpisode': 2, 'rewardPerEpisode': 1.5331433923638682
'totalSteps': 34375, 'rewardStep': 0.673968775931823, 'errorList': [], 'lossList': [0.0, -1.2774300966944014, 0.0, 8.208407815621824, 0.0, 0.0, 0.0], 'rewardMean': 0.6589558638999939, 'totalEpisodes': 11957, 'stepsPerEpisode': 6, 'rewardPerEpisode': 4.633250829409605
'totalSteps': 37500, 'rewardStep': 0.37197338598162333, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.6192403809310573, 'totalEpisodes': 12622, 'stepsPerEpisode': 8, 'rewardPerEpisode': 5.108434309985609
'totalSteps': 40625, 'rewardStep': 0.7482306913439991, 'errorList': [], 'lossList': [0.0, -1.2684664137509405, 0.0, 9.884388227852023, 0.0, 0.0, 0.0], 'rewardMean': 0.6097737473167342, 'totalEpisodes': 13249, 'stepsPerEpisode': 1, 'rewardPerEpisode': 0.7482306913439991
'totalSteps': 43750, 'rewardStep': 0.6029977561766852, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.6205640396297912, 'totalEpisodes': 13860, 'stepsPerEpisode': 1, 'rewardPerEpisode': 0.6029977561766852
'totalSteps': 46875, 'rewardStep': 0.8588681292046633, 'errorList': [], 'lossList': [0.0, -1.2591341383603154, 0.0, 10.244756209120458, 0.0, 0.0, 0.0], 'rewardMean': 0.6320790491476563, 'totalEpisodes': 14526, 'stepsPerEpisode': 10, 'rewardPerEpisode': 8.67386514871632
'totalSteps': 50000, 'rewardStep': 0.8435570305233768, 'errorList': [], 'lossList': [0.0, -1.2489753470128897, 0.0, 9.059889455717437, 0.0, 0.0, 0.0], 'rewardMean': 0.6598557775468243, 'totalEpisodes': 15146, 'stepsPerEpisode': 7, 'rewardPerEpisode': 5.6459461380061615
'totalSteps': 53125, 'rewardStep': 0.7170692279325278, 'errorList': [], 'lossList': [0.0, -1.238935549891725, 0.0, 14.41475775193195, 0.0, 0.0, 0.0], 'rewardMean': 0.6561719078970841, 'totalEpisodes': 15731, 'stepsPerEpisode': 6, 'rewardPerEpisode': 4.782168630309543
'totalSteps': 56250, 'rewardStep': 0.8059966203184352, 'errorList': [], 'lossList': [0.0, -1.2299129556636421, 0.0, 15.5613205384235, 0.0, 0.0, 0.0], 'rewardMean': 0.6597632759571442, 'totalEpisodes': 16262, 'stepsPerEpisode': 30, 'rewardPerEpisode': 24.81132144659077
'totalSteps': 59375, 'rewardStep': 0.6350825305805072, 'errorList': [], 'lossList': [0.0, -1.2199318659548857, 0.0, 14.247442858559745, 0.0, 0.0, 0.0], 'rewardMean': 0.6558746514220126, 'totalEpisodes': 16785, 'stepsPerEpisode': 2, 'rewardPerEpisode': 1.4648712664400914
'totalSteps': 62500, 'rewardStep': 0.7907780853057452, 'errorList': [], 'lossList': [0.0, -1.2087679247466885, 0.0, 13.90115350995745, 0.0, 0.0, 0.0], 'rewardMean': 0.6977551213544249, 'totalEpisodes': 17331, 'stepsPerEpisode': 14, 'rewardPerEpisode': 11.639905790826186
'totalSteps': 65625, 'rewardStep': 0.8950611494233109, 'errorList': [], 'lossList': [0.0, -1.196209922128794, 0.0, 14.575650793192338, 0.0, 0.0, 0.0], 'rewardMean': 0.7500638976985936, 'totalEpisodes': 17857, 'stepsPerEpisode': 3, 'rewardPerEpisode': 2.484921360127334
'totalSteps': 68750, 'rewardStep': 0.8369481653190602, 'errorList': [], 'lossList': [0.0, -1.183092378353586, 0.0, 14.110716078232747, 0.0, 0.0, 0.0], 'rewardMean': 0.7589356450960998, 'totalEpisodes': 18370, 'stepsPerEpisode': 3, 'rewardPerEpisode': 2.3109128060716575
'totalSteps': 71875, 'rewardStep': 0.7179118953320269, 'errorList': [], 'lossList': [0.0, -1.1705853999877462, 0.0, 14.115777920703499, 0.0, 0.0, 0.0], 'rewardMean': 0.7704270590116339, 'totalEpisodes': 18861, 'stepsPerEpisode': 20, 'rewardPerEpisode': 14.526597581982601
'totalSteps': 75000, 'rewardStep': 0.8880725583384453, 'errorList': [], 'lossList': [0.0, -1.15827043397086, 0.0, 17.516498061588834, 0.0, 0.0, 0.0], 'rewardMean': 0.7989345392278099, 'totalEpisodes': 19320, 'stepsPerEpisode': 8, 'rewardPerEpisode': 6.688137746796688
'totalSteps': 78125, 'rewardStep': 0.42291322716569835, 'errorList': [], 'lossList': [0.0, -1.1474041067824072, 0.0, 16.555926554543632, 0.0, 0.0, 0.0], 'rewardMean': 0.7553390490239134, 'totalEpisodes': 19816, 'stepsPerEpisode': 4, 'rewardPerEpisode': 1.6489585138996088
'totalSteps': 81250, 'rewardStep': 0.6384305103509917, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.7269625252485212, 'totalEpisodes': 20237, 'stepsPerEpisode': 5, 'rewardPerEpisode': 3.8069681302351954
'totalSteps': 84375, 'rewardStep': 0.769800406637342, 'errorList': [], 'lossList': [0.0, -1.1370133027738454, 0.0, 18.60524602617536, 0.0, 0.0, 0.0], 'rewardMean': 0.7233429038804119, 'totalEpisodes': 20674, 'stepsPerEpisode': 4, 'rewardPerEpisode': 3.2250912469878594
'totalSteps': 87500, 'rewardStep': 0.565604693044487, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.6938777809006842, 'totalEpisodes': 21129, 'stepsPerEpisode': 8, 'rewardPerEpisode': 6.029178620657788
'totalSteps': 90625, 'rewardStep': 0.7123733858928697, 'errorList': [], 'lossList': [0.0, -1.1250128531942563, 0.0, 19.01969811381126, 0.0, 0.0, 0.0], 'rewardMean': 0.67560900454764, 'totalEpisodes': 21568, 'stepsPerEpisode': 15, 'rewardPerEpisode': 11.971026519023033
'totalSteps': 93750, 'rewardStep': 0.4922404844847338, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.6185710953794781, 'totalEpisodes': 22011, 'stepsPerEpisode': 2, 'rewardPerEpisode': 1.1207995781783084
'totalSteps': 96875, 'rewardStep': 0.6648899545607154, 'errorList': [], 'lossList': [0.0, -1.1103818613655714, 0.0, 19.330652227207107, 0.0, 0.0, 0.0], 'rewardMean': 0.5962528350017051, 'totalEpisodes': 22484, 'stepsPerEpisode': 4, 'rewardPerEpisode': 3.1536768999665994
'totalSteps': 100000, 'rewardStep': 0.5520282922992439, 'errorList': [], 'lossList': [0.0, -1.0963755315663863, 0.0, 18.18180207816922, 0.0, 0.0, 0.0], 'rewardMean': 0.6091643415150596, 'totalEpisodes': 22939, 'stepsPerEpisode': 19, 'rewardPerEpisode': 14.147674794628395
'totalSteps': 103125, 'rewardStep': 0.800094137903158, 'errorList': [], 'lossList': [0.0, -1.0841438179113427, 0.0, 20.415207271186674, 0.0, 0.0, 0.0], 'rewardMean': 0.6253307042702763, 'totalEpisodes': 23366, 'stepsPerEpisode': 29, 'rewardPerEpisode': 22.080265883892054
'totalSteps': 106250, 'rewardStep': 0.8183717471197213, 'errorList': [], 'lossList': [0.0, -1.0711186725266126, 0.0, 17.44428684468172, 0.0, 0.0, 0.0], 'rewardMean': 0.6433248279471492, 'totalEpisodes': 23812, 'stepsPerEpisode': 12, 'rewardPerEpisode': 9.90963207197719
'totalSteps': 109375, 'rewardStep': 0.516544557400835, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.6130932294591334, 'totalEpisodes': 24234, 'stepsPerEpisode': 7, 'rewardPerEpisode': 4.676223193621683
'totalSteps': 112500, 'rewardStep': 0.5737563726002193, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.6000466960854415, 'totalEpisodes': 24638, 'stepsPerEpisode': 19, 'rewardPerEpisode': 12.969738035438782
'totalSteps': 115625, 'rewardStep': 0.8051705769652515, 'errorList': [], 'lossList': [0.0, -1.0592173525265285, 0.0, 20.49968845406357, 0.0, 0.0, 0.0], 'rewardMean': 0.6313397053334933, 'totalEpisodes': 25109, 'stepsPerEpisode': 1, 'rewardPerEpisode': 0.8051705769652515
'totalSteps': 118750, 'rewardStep': 0.7324920937357302, 'errorList': [], 'lossList': [0.0, -1.0470709282524733, 0.0, 21.628083382820595, 0.0, 0.0, 0.0], 'rewardMean': 0.6553648662585929, 'totalEpisodes': 25521, 'stepsPerEpisode': 19, 'rewardPerEpisode': 16.218529472034408
