#EXUDYN parameter variation results file:models\Curriculum-Learning\SP\PPO_CL_Var3_DISCRETE_ResultsVar.txt
#results stored columnwise for every parameter and individual
#Exudyn version = 1.7.0; Python3.9.11; Windows AVX2 FLOAT64; Windows10 V10.0.19045; AMD64; Intel64 Family 6 Model 186 Stepping 2, GenuineIntel(processing=multiprocessing.Pool, numberOfThreads=20)
#stableBaselines3 version = 1.8.0; torch version = 2.1.1+cpu
#
#columns:
#globalIndex,value,decaySteps_0,decaySteps_1,controlValues_00,controlValues_01,controlValues_10,controlValues_11,case,computationIndex
#parameter ranges [format: (begin, end, numberOfVariations) or list, parameters separated with ";"]:
#[0];(5000, 10000, 6);[1];(2, 10, 5);[0];[0];(1, 5, 5)
0, (0, -1), 0, 5000.0, 1, 2.0, 0, 0, 1, 0
1, (50, 23040), 0, 5000.0, 1, 2.0, 0, 0, 2, 1
2, (4, 23040), 0, 5000.0, 1, 2.0, 0, 0, 3, 2
3, (50, 20480), 0, 5000.0, 1, 2.0, 0, 0, 4, 3
4, (50, 24320), 0, 5000.0, 1, 2.0, 0, 0, 5, 4
5, (12, 25600), 0, 5000.0, 1, 4.0, 0, 0, 1, 5
6, (0, -1), 0, 5000.0, 1, 4.0, 0, 0, 2, 6
7, (50, 24320), 0, 5000.0, 1, 4.0, 0, 0, 3, 7
8, (50, 25600), 0, 5000.0, 1, 4.0, 0, 0, 4, 8
9, (1, 20480), 0, 5000.0, 1, 4.0, 0, 0, 5, 9
10, (50, 24320), 0, 5000.0, 1, 6.0, 0, 0, 1, 10
11, (6, 19200), 0, 5000.0, 1, 6.0, 0, 0, 2, 11
12, (37, 24320), 0, 5000.0, 1, 6.0, 0, 0, 3, 12
13, (50, 25600), 0, 5000.0, 1, 6.0, 0, 0, 4, 13
14, (15, 25600), 0, 5000.0, 1, 6.0, 0, 0, 5, 14
15, (15, 21760), 0, 5000.0, 1, 8.0, 0, 0, 1, 15
16, (4, 23040), 0, 5000.0, 1, 8.0, 0, 0, 2, 16
17, (0, -1), 0, 5000.0, 1, 8.0, 0, 0, 3, 17
18, (50, 25600), 0, 5000.0, 1, 8.0, 0, 0, 4, 18
19, (0, -1), 0, 5000.0, 1, 8.0, 0, 0, 5, 19
20, (50, 20480), 0, 5000.0, 1, 10.0, 0, 0, 1, 20
