#parameter variation file for learning
#varied parameters:
#case = 1
#computationIndex = 0
#functionData = {'nArms': 3, 'evaluationSteps': 10000, 'episodeSteps': 1639, 'episodeStepsMax': 2048, 'totalLearningSteps': 1000000, 'logLevel': 3, 'lossThreshold': 0.01, 'rewardThreshold': 0.95, 'meanSampleSize': 10, 'RLalgorithm': 'A2C', 'rewardMode': 2, 'rewardPositionFactor': 0.99, 'stepUpdateTime': 0.02, 'thresholdFactor': 2.25, 'cartForce': 55, 'forceFactor': 1, 'numberOfTests': 100, 'relativeFriction': 0.0, 'storeBestModel': 'models/TP/A2C/TP_A2C_r2_v4_Model', 'netarchLayerSize': 64, 'netarchNumberOfLayers': 2, 'stopWhenAllTestsSuccess': False, 'breakTestsWhenFailed': False, 'nThreadsTraining': 1, 'resultsFile': 'models/TP/A2C/TP_A2C_r2_v4_Results', 'verbose': True}
#
'totalSteps': 1645, 'rewardStep': 0.9202214440469052, 'errorList': [], 'lossList': [0.0, -1.3611971139907837, -0.3796130120754242, 0.1646537482738495, 0.0, 0.0, 0.0], 'rewardMean': 0.9202214440469052, 'totalEpisodes': 75, 'stepsPerEpisode': 22, 'rewardPerEpisode': 20.6573557065688
'totalSteps': 3292, 'rewardStep': 0.9377708920409618, 'errorList': [], 'lossList': [0.0, -1.4010746479034424, -0.11480811983346939, 0.3958599269390106, 0.0, 0.0, 0.0], 'rewardMean': 0.9289961680439334, 'totalEpisodes': 132, 'stepsPerEpisode': 48, 'rewardPerEpisode': 45.379162226212586
'totalSteps': 4932, 'rewardStep': 0.8865320334583704, 'errorList': [], 'lossList': [0.0, -1.3982837200164795, 1.61322820186615, 2.4338135719299316, 0.0, 0.0, 0.0], 'rewardMean': 0.9148414565154123, 'totalEpisodes': 191, 'stepsPerEpisode': 34, 'rewardPerEpisode': 32.4340169574127
'totalSteps': 6592, 'rewardStep': 0.9451903175542731, 'errorList': [], 'lossList': [0.0, -1.3910232782363892, -2.7837069034576416, 31.307687759399414, 0.0, 0.0, 0.0], 'rewardMean': 0.9224286717751276, 'totalEpisodes': 248, 'stepsPerEpisode': 30, 'rewardPerEpisode': 29.449143341399534
'totalSteps': 8245, 'rewardStep': 0.941452998105026, 'errorList': [], 'lossList': [0.0, -1.370850920677185, 3.3348069190979004, 5.508913040161133, 0.0, 0.0, 0.0], 'rewardMean': 0.9262335370411072, 'totalEpisodes': 312, 'stepsPerEpisode': 28, 'rewardPerEpisode': 27.31885637672105
'totalSteps': 9885, 'rewardStep': 0.9284330436109096, 'errorList': [], 'lossList': [0.0, -1.3769105672836304, 2.853919506072998, 4.96500301361084, 0.0, 0.0, 0.0], 'rewardMean': 0.9278758569539083, 'totalEpisodes': 379, 'stepsPerEpisode': 31, 'rewardPerEpisode': 30.118253002973358
'totalSteps': 11548, 'rewardStep': 0.9523167741474943, 'errorList': [706451.4692767727, 4295659.856478657, 1972694.4090724362, 307267.0779759182, 1955811.5548942937, 2532200.46018906, 7758702.9233915, 10833320.517533569, 268.3941205965499, 3814147.815258491, 1092654.805994718, 178426.7547606307, 876678.4809555772, 741081.0051849928, 3843474.8515539747, 423791.42419120483, 1202081.1025819697, 2222727.0678970334, 2643938.114343546, 2514521.335155228, 75.60907235225919, 73510.12650103688, 118848.3432717843, 332330.2372675599, 6070260.723489873, 765672.103147174, 36151888.708169326, 337507.5819279668, 469190.5796283793, 517757.9902147519, 30234.68769535567, 1132947.2023396736, 266132.9467529421, 83648.0902370481, 126050.12203988711, 2061189.3531646056, 370179.2073332157, 380860.8527393269, 334913.0312263116, 99804.74700539584, 2663897.2618283806, 838665.8724412005, 959284.3406021362, 503678.98377944744, 401047.6271498305, 543273.1928545027, 330.08101329678107, 432401.0299877477, 135243.11383244896, 186750.90294136305, 273033.01669772627, 725781.5784092549, 371769.79144054995, 12442181.117979487, 2139371.6689686305, 1620571.7207984575, 552564.8008340537, 91379.49379803006, 269938.20716699533, 782949.680238155, 194257.71778217336, 2168314.054965052, 16203656.323202996, 3451151.816323531, 17495082.841247626, 220.51238441293938, 171647.19779974045, 394530.51202227664, 3997114.330734424, 6312822.38906982, 3753165.409532829, 1862198.9449707097, 735500.3620318598, 3895453.431161989, 436.6503860180005, 385806.42740427307, 4892188.107510117, 1036334.93506068, 461731.86500646867, 559517.6516044072, 90267.43519539126, 164192.19844719899, 142939.06866479016, 3789885.430399271, 1629010.0386656867, 3297229.6932189185, 3337274.3157017203, 399139.1291055024, 354294.6138375479, 685211.9912388417, 198664.89463526363, 2675947.564758009, 312676.43362635816, 602514.3147811957, 1041180.3540668514, 310239.30336483964, 2358631.272790511, 1499623.2998537936, 5057656.255880672, 2686060.579793668], 'lossList': [0.0, -1.3933719396591187, -0.046466898173093796, 0.057166874408721924, 0.0, 0.0, 0.0], 'rewardMean': 0.9307850333752146, 'totalEpisodes': 451, 'stepsPerEpisode': 30, 'rewardPerEpisode': 29.569384747739736, 'successfulTests': 0
'totalSteps': 13195, 'rewardStep': 0.9549867009441373, 'errorList': [], 'lossList': [0.0, -1.37690269947052, 2.680000066757202, 6.594316005706787, 0.0, 0.0, 0.0], 'rewardMean': 0.944475966872368, 'totalEpisodes': 518, 'stepsPerEpisode': 21, 'rewardPerEpisode': 19.899102718303762
'totalSteps': 14865, 'rewardStep': 0.7988240122497585, 'errorList': [], 'lossList': [0.0, -1.3723760843276978, 3.686788558959961, 15.016400337219238, 0.0, 0.0, 0.0], 'rewardMean': 0.9152027058114651, 'totalEpisodes': 573, 'stepsPerEpisode': 35, 'rewardPerEpisode': 31.034174827558726
'totalSteps': 16529, 'rewardStep': 0.8763277379367963, 'errorList': [], 'lossList': [0.0, -1.3667728900909424, -16.583541870117188, 146.08404541015625, 0.0, 0.0, 0.0], 'rewardMean': 0.9021776537778191, 'totalEpisodes': 620, 'stepsPerEpisode': 30, 'rewardPerEpisode': 28.054790083206058
'totalSteps': 18195, 'rewardStep': 0.9176702161331238, 'errorList': [], 'lossList': [0.0, -1.3203701972961426, 3.9612152576446533, 63.799476623535156, 0.0, 0.0, 0.0], 'rewardMean': 0.900025088282262, 'totalEpisodes': 672, 'stepsPerEpisode': 28, 'rewardPerEpisode': 26.53835889437211
