#parameter variation file for learning
#varied parameters:
#case = 3
#computationIndex = 2
#functionData = {'nArms': 3, 'evaluationSteps': 10000, 'episodeSteps': 1639, 'episodeStepsMax': 2048, 'totalLearningSteps': 1000000, 'logLevel': 3, 'lossThreshold': 0.01, 'rewardThreshold': 0.95, 'meanSampleSize': 10, 'RLalgorithm': 'A2C', 'rewardMode': 2, 'rewardPositionFactor': 0.75, 'stepUpdateTime': 0.02, 'thresholdFactor': 2.25, 'cartForce': 60, 'forceFactor': 1, 'numberOfTests': 100, 'relativeFriction': 0.0, 'storeBestModel': 'models/TP/A2C/TP_A2C_r2_v2_Model', 'netarchLayerSize': 64, 'netarchNumberOfLayers': 2, 'stopWhenAllTestsSuccess': False, 'breakTestsWhenFailed': False, 'nThreadsTraining': 1, 'resultsFile': 'models/TP/A2C/TP_A2C_r2_v2_Results', 'verbose': True}
#
'totalSteps': 1639, 'rewardStep': 0.7734777613694105, 'errorList': [], 'lossList': [0.0, -1.3634623289108276, -3.853611469268799, 16.370407104492188, 0.0, 0.0, 0.0], 'rewardMean': 0.7734777613694105, 'totalEpisodes': 85, 'stepsPerEpisode': 13, 'rewardPerEpisode': 11.557515354016282
'totalSteps': 3291, 'rewardStep': 0.7587946580219351, 'errorList': [], 'lossList': [0.0, -1.3681389093399048, 3.4540562629699707, 7.667443752288818, 0.0, 0.0, 0.0], 'rewardMean': 0.7661362096956729, 'totalEpisodes': 158, 'stepsPerEpisode': 18, 'rewardPerEpisode': 15.64551162468845
'totalSteps': 4949, 'rewardStep': 0.7401069369772502, 'errorList': [], 'lossList': [0.0, -1.3636281490325928, 1.2441750764846802, 1.3572721481323242, 0.0, 0.0, 0.0], 'rewardMean': 0.7574597854561986, 'totalEpisodes': 222, 'stepsPerEpisode': 28, 'rewardPerEpisode': 23.640838728521363
'totalSteps': 6588, 'rewardStep': 0.7705930226591791, 'errorList': [], 'lossList': [0.0, -1.3636549711227417, -34.984867095947266, 332.42681884765625, 0.0, 0.0, 0.0], 'rewardMean': 0.7607430947569437, 'totalEpisodes': 288, 'stepsPerEpisode': 23, 'rewardPerEpisode': 20.091585549528393
'totalSteps': 8258, 'rewardStep': 0.6741002892697605, 'errorList': [], 'lossList': [0.0, -1.3574402332305908, 2.7188026905059814, 1.562276840209961, 0.0, 0.0, 0.0], 'rewardMean': 0.743414533659507, 'totalEpisodes': 352, 'stepsPerEpisode': 38, 'rewardPerEpisode': 31.179628103083974
'totalSteps': 9921, 'rewardStep': 0.7519761286482681, 'errorList': [], 'lossList': [0.0, -1.368626356124878, -9.335758209228516, 88.8853988647461, 0.0, 0.0, 0.0], 'rewardMean': 0.7391142071152785, 'totalEpisodes': 414, 'stepsPerEpisode': 36, 'rewardPerEpisode': 33.11816871319332
'totalSteps': 11584, 'rewardStep': 0.6329422471681359, 'errorList': [], 'lossList': [0.0, -1.3929837942123413, 5.639976501464844, 27.659276962280273, 0.0, 0.0, 0.0], 'rewardMean': 0.7139437249445187, 'totalEpisodes': 468, 'stepsPerEpisode': 40, 'rewardPerEpisode': 32.249713672627216
'totalSteps': 13262, 'rewardStep': 0.6848101827577437, 'errorList': [], 'lossList': [0.0, -1.383226990699768, 4.701807022094727, 8.055013656616211, 0.0, 0.0, 0.0], 'rewardMean': 0.7028843741006174, 'totalEpisodes': 538, 'stepsPerEpisode': 42, 'rewardPerEpisode': 36.77407395749023
'totalSteps': 14919, 'rewardStep': 0.8661285256227577, 'errorList': [], 'lossList': [0.0, -1.3310784101486206, 4.173523902893066, 11.523159980773926, 0.0, 0.0, 0.0], 'rewardMean': 0.7219914746933332, 'totalEpisodes': 608, 'stepsPerEpisode': 42, 'rewardPerEpisode': 38.8771843917328
'totalSteps': 16563, 'rewardStep': 0.8165726404406185, 'errorList': [], 'lossList': [0.0, -1.3442556858062744, 0.9529470205307007, 0.9775484204292297, 0.0, 0.0, 0.0], 'rewardMean': 0.7504859449275048, 'totalEpisodes': 673, 'stepsPerEpisode': 17, 'rewardPerEpisode': 15.013789883853324
'totalSteps': 18238, 'rewardStep': 0.7010227454698406, 'errorList': [], 'lossList': [0.0, -1.3506888151168823, -1.14668607711792, 0.7080082893371582, 0.0, 0.0, 0.0], 'rewardMean': 0.7402952682918192, 'totalEpisodes': 731, 'stepsPerEpisode': 42, 'rewardPerEpisode': 35.97097368683561
'totalSteps': 19931, 'rewardStep': 0.768523893005827, 'errorList': [], 'lossList': [0.0, -1.3334298133850098, 1.9583772420883179, 2.2745914459228516, 0.0, 0.0, 0.0], 'rewardMean': 0.7674115974593574, 'totalEpisodes': 785, 'stepsPerEpisode': 70, 'rewardPerEpisode': 63.16312317184691
'totalSteps': 21610, 'rewardStep': 0.6076277834892188, 'errorList': [], 'lossList': [0.0, -1.3499633073806763, -0.40486064553260803, 2.9790966510772705, 0.0, 0.0, 0.0], 'rewardMean': 0.7519751176056525, 'totalEpisodes': 832, 'stepsPerEpisode': 60, 'rewardPerEpisode': 51.01206933779075
'totalSteps': 23304, 'rewardStep': 0.7769446753614964, 'errorList': [], 'lossList': [0.0, -1.3611559867858887, 0.37636059522628784, 0.2194714993238449, 0.0, 0.0, 0.0], 'rewardMean': 0.7341383475534003, 'totalEpisodes': 879, 'stepsPerEpisode': 58, 'rewardPerEpisode': 51.960602813412784
'totalSteps': 24949, 'rewardStep': 0.6883334053951813, 'errorList': [], 'lossList': [0.0, -1.3558744192123413, 2.68931245803833, 2.662391424179077, 0.0, 0.0, 0.0], 'rewardMean': 0.7084905005443128, 'totalEpisodes': 925, 'stepsPerEpisode': 32, 'rewardPerEpisode': 27.006983209373164
'totalSteps': 26612, 'rewardStep': 0.7372588596526586, 'errorList': [], 'lossList': [0.0, -1.3379161357879639, 0.2923881709575653, 0.6664305925369263, 0.0, 0.0, 0.0], 'rewardMean': 0.7157377233808765, 'totalEpisodes': 972, 'stepsPerEpisode': 26, 'rewardPerEpisode': 22.590641627846143
'totalSteps': 28305, 'rewardStep': 0.7063810345491748, 'errorList': [], 'lossList': [0.0, -1.3291587829589844, 1.3735634088516235, 1.6847976446151733, 0.0, 0.0, 0.0], 'rewardMean': 0.7033091516895459, 'totalEpisodes': 1018, 'stepsPerEpisode': 61, 'rewardPerEpisode': 53.92230816902933
'totalSteps': 29957, 'rewardStep': 0.7876323268840033, 'errorList': [], 'lossList': [0.0, -1.3691922426223755, -0.14072051644325256, 0.10245247930288315, 0.0, 0.0, 0.0], 'rewardMean': 0.7393100603685028, 'totalEpisodes': 1063, 'stepsPerEpisode': 29, 'rewardPerEpisode': 25.61907210706904
'totalSteps': 31608, 'rewardStep': 0.6537903143668935, 'errorList': [], 'lossList': [0.0, -1.3350087404251099, 0.4715641140937805, 0.2124224156141281, 0.0, 0.0, 0.0], 'rewardMean': 0.7146791881695822, 'totalEpisodes': 1099, 'stepsPerEpisode': 61, 'rewardPerEpisode': 52.83197141278586
'totalSteps': 33276, 'rewardStep': 0.5185573119843906, 'errorList': [], 'lossList': [0.0, -1.337926983833313, 5.094397068023682, 20.240270614624023, 0.0, 0.0, 0.0], 'rewardMean': 0.6807239694874242, 'totalEpisodes': 1137, 'stepsPerEpisode': 64, 'rewardPerEpisode': 52.20489309547272
'totalSteps': 34948, 'rewardStep': 0.6968304678480404, 'errorList': [], 'lossList': [0.0, -1.341318130493164, -7.41601037979126, 31.367843627929688, 0.0, 0.0, 0.0], 'rewardMean': 0.6726382911265005, 'totalEpisodes': 1169, 'stepsPerEpisode': 60, 'rewardPerEpisode': 54.019490658405886
'totalSteps': 36627, 'rewardStep': 0.8575472670564451, 'errorList': [], 'lossList': [0.0, -1.3400959968566895, -3.3674049377441406, 6.810911655426025, 0.0, 0.0, 0.0], 'rewardMean': 0.7028715376279544, 'totalEpisodes': 1201, 'stepsPerEpisode': 43, 'rewardPerEpisode': 40.272089961495695
'totalSteps': 38345, 'rewardStep': 0.5086689449722771, 'errorList': [], 'lossList': [0.0, -1.3410040140151978, 0.4815061688423157, 6.535887241363525, 0.0, 0.0, 0.0], 'rewardMean': 0.6470788612456093, 'totalEpisodes': 1235, 'stepsPerEpisode': 92, 'rewardPerEpisode': 71.12957806202085
'totalSteps': 39992, 'rewardStep': 0.7132282563920428, 'errorList': [], 'lossList': [0.0, -1.359022855758667, 0.6699470281600952, 3.9283690452575684, 0.0, 0.0, 0.0], 'rewardMean': 0.6589664496506391, 'totalEpisodes': 1275, 'stepsPerEpisode': 57, 'rewardPerEpisode': 51.35097279749325
