#parameter variation file for learning
#varied parameters:
#case = 3
#computationIndex = 2
#functionData = {'nArms': 3, 'evaluationSteps': 10000, 'episodeSteps': 1639, 'episodeStepsMax': 2048, 'totalLearningSteps': 1000000, 'logLevel': 3, 'lossThreshold': 0.01, 'rewardThreshold': 0.95, 'meanSampleSize': 10, 'RLalgorithm': 'A2C', 'rewardMode': 2, 'rewardPositionFactor': 0.97, 'stepUpdateTime': 0.02, 'thresholdFactor': 2.25, 'cartForce': 60, 'forceFactor': 1, 'numberOfTests': 100, 'relativeFriction': 0.0, 'storeBestModel': 'models/TP/A2C/TP_A2C_r2_v3_Model', 'netarchLayerSize': 64, 'netarchNumberOfLayers': 2, 'stopWhenAllTestsSuccess': False, 'breakTestsWhenFailed': False, 'nThreadsTraining': 1, 'resultsFile': 'models/TP/A2C/TP_A2C_r2_v3_Results', 'verbose': True}
#
'totalSteps': 1654, 'rewardStep': 0.9569770069216129, 'errorList': [], 'lossList': [0.0, -1.371712565422058, -3.0822787284851074, 13.371769905090332, 0.0, 0.0, 0.0], 'rewardMean': 0.9569770069216129, 'totalEpisodes': 81, 'stepsPerEpisode': 16, 'rewardPerEpisode': 15.656770544270845
'totalSteps': 3305, 'rewardStep': 0.952739055890413, 'errorList': [], 'lossList': [0.0, -1.3448885679244995, 3.124966859817505, 4.096971035003662, 0.0, 0.0, 0.0], 'rewardMean': 0.954858031406013, 'totalEpisodes': 156, 'stepsPerEpisode': 23, 'rewardPerEpisode': 22.221028718335198
'totalSteps': 4960, 'rewardStep': 0.9433180332844747, 'errorList': [], 'lossList': [0.0, -1.376929521560669, 1.9910974502563477, 2.6388776302337646, 0.0, 0.0, 0.0], 'rewardMean': 0.9510113653655002, 'totalEpisodes': 215, 'stepsPerEpisode': 19, 'rewardPerEpisode': 18.18307887426023
'totalSteps': 6611, 'rewardStep': 0.8706055133692965, 'errorList': [], 'lossList': [0.0, -1.396517276763916, -5.2451395988464355, 45.03022003173828, 0.0, 0.0, 0.0], 'rewardMean': 0.9309099023664492, 'totalEpisodes': 271, 'stepsPerEpisode': 42, 'rewardPerEpisode': 38.80163487050263
'totalSteps': 8260, 'rewardStep': 0.8510658903426991, 'errorList': [], 'lossList': [0.0, -1.3913241624832153, 0.0074367402121424675, 0.5560847520828247, 0.0, 0.0, 0.0], 'rewardMean': 0.9149410999616991, 'totalEpisodes': 328, 'stepsPerEpisode': 19, 'rewardPerEpisode': 17.047613679310142
'totalSteps': 9917, 'rewardStep': 0.8856422622463815, 'errorList': [], 'lossList': [0.0, -1.4165257215499878, -1.4164565801620483, 0.980354905128479, 0.0, 0.0, 0.0], 'rewardMean': 0.9006741510266529, 'totalEpisodes': 410, 'stepsPerEpisode': 19, 'rewardPerEpisode': 17.476769217206666
'totalSteps': 11575, 'rewardStep': 0.8390521638538542, 'errorList': [], 'lossList': [0.0, -1.385688304901123, 5.377715110778809, 17.006860733032227, 0.0, 0.0, 0.0], 'rewardMean': 0.8779367726193412, 'totalEpisodes': 469, 'stepsPerEpisode': 33, 'rewardPerEpisode': 29.866760092199975
'totalSteps': 13226, 'rewardStep': 0.9071911739348515, 'errorList': [], 'lossList': [0.0, -1.3675793409347534, -0.05134183168411255, 0.2841169834136963, 0.0, 0.0, 0.0], 'rewardMean': 0.8707114007494166, 'totalEpisodes': 518, 'stepsPerEpisode': 30, 'rewardPerEpisode': 28.823472421402396
'totalSteps': 14876, 'rewardStep': 0.9176611604716853, 'errorList': [], 'lossList': [0.0, -1.3743698596954346, 1.6853870153427124, 2.5359275341033936, 0.0, 0.0, 0.0], 'rewardMean': 0.8801225301698944, 'totalEpisodes': 584, 'stepsPerEpisode': 15, 'rewardPerEpisode': 14.140731701140185
'totalSteps': 16519, 'rewardStep': 0.9410802359904541, 'errorList': [], 'lossList': [0.0, -1.3862398862838745, 0.8112711906433105, 0.6406093835830688, 0.0, 0.0, 0.0], 'rewardMean': 0.8981253992994451, 'totalEpisodes': 667, 'stepsPerEpisode': 17, 'rewardPerEpisode': 16.5364757052865
'totalSteps': 18186, 'rewardStep': 0.8859396789218233, 'errorList': [], 'lossList': [0.0, -1.3970617055892944, 0.39058083295822144, 1.3395235538482666, 0.0, 0.0, 0.0], 'rewardMean': 0.8981848826345338, 'totalEpisodes': 744, 'stepsPerEpisode': 37, 'rewardPerEpisode': 34.44179885204929
