#parameter variation file for learning
#varied parameters:
#case = 2
#computationIndex = 1
#functionData = {'nArms': 3, 'evaluationSteps': 10000, 'episodeSteps': 1639, 'episodeStepsMax': 2048, 'totalLearningSteps': 1000000, 'logLevel': 3, 'lossThreshold': 0.01, 'rewardThreshold': 0.95, 'meanSampleSize': 10, 'RLalgorithm': 'A2C', 'rewardMode': 2, 'rewardPositionFactor': 0.99, 'stepUpdateTime': 0.02, 'thresholdFactor': 2.25, 'cartForce': 55, 'forceFactor': 1, 'numberOfTests': 100, 'relativeFriction': 0.0, 'storeBestModel': 'models/TP/A2C/TP_A2C_r2_v4_Model', 'netarchLayerSize': 64, 'netarchNumberOfLayers': 2, 'stopWhenAllTestsSuccess': False, 'breakTestsWhenFailed': False, 'nThreadsTraining': 1, 'resultsFile': 'models/TP/A2C/TP_A2C_r2_v4_Results', 'verbose': True}
#
'totalSteps': 1648, 'rewardStep': 0.9284869918792823, 'errorList': [], 'lossList': [0.0, -1.3895196914672852, -1.0668476819992065, 0.42286381125450134, 0.0, 0.0, 0.0], 'rewardMean': 0.9284869918792823, 'totalEpisodes': 92, 'stepsPerEpisode': 19, 'rewardPerEpisode': 17.97138074623982
'totalSteps': 3303, 'rewardStep': 0.798258924012133, 'errorList': [], 'lossList': [0.0, -1.3459875583648682, 2.056879758834839, 3.5050177574157715, 0.0, 0.0, 0.0], 'rewardMean': 0.8633729579457077, 'totalEpisodes': 175, 'stepsPerEpisode': 28, 'rewardPerEpisode': 24.31331891873331
'totalSteps': 4970, 'rewardStep': 0.9851092903015728, 'errorList': [], 'lossList': [0.0, -1.2687180042266846, -1.4134409427642822, 2.440537691116333, 0.0, 0.0, 0.0], 'rewardMean': 0.9039517353976626, 'totalEpisodes': 240, 'stepsPerEpisode': 30, 'rewardPerEpisode': 29.76343321237198
'totalSteps': 6624, 'rewardStep': 0.9470358564768048, 'errorList': [], 'lossList': [0.0, -1.2876684665679932, 3.4828600883483887, 6.489082336425781, 0.0, 0.0, 0.0], 'rewardMean': 0.9147227656674483, 'totalEpisodes': 294, 'stepsPerEpisode': 26, 'rewardPerEpisode': 24.966343779240457
'totalSteps': 8265, 'rewardStep': 0.9138840576219468, 'errorList': [], 'lossList': [0.0, -1.254940390586853, -0.17160604894161224, 0.19974878430366516, 0.0, 0.0, 0.0], 'rewardMean': 0.914555024058348, 'totalEpisodes': 343, 'stepsPerEpisode': 21, 'rewardPerEpisode': 19.298991564435443
'totalSteps': 9909, 'rewardStep': 0.936584845312429, 'errorList': [], 'lossList': [0.0, -1.1999127864837646, -24.430614471435547, 545.3682861328125, 0.0, 0.0, 0.0], 'rewardMean': 0.9161745947449773, 'totalEpisodes': 394, 'stepsPerEpisode': 51, 'rewardPerEpisode': 49.842544509402295
'totalSteps': 11557, 'rewardStep': 0.9171747990197601, 'errorList': [], 'lossList': [0.0, -1.1617318391799927, -0.7986737489700317, 0.950001060962677, 0.0, 0.0, 0.0], 'rewardMean': 0.9399577697465027, 'totalEpisodes': 465, 'stepsPerEpisode': 31, 'rewardPerEpisode': 29.010028067593442
'totalSteps': 13211, 'rewardStep': 0.9231882759625542, 'errorList': [], 'lossList': [0.0, -1.1682417392730713, 1.412155270576477, 3.0760738849639893, 0.0, 0.0, 0.0], 'rewardMean': 0.927573566878699, 'totalEpisodes': 536, 'stepsPerEpisode': 21, 'rewardPerEpisode': 19.884664049970215
'totalSteps': 14854, 'rewardStep': 0.9499758608872977, 'errorList': [], 'lossList': [0.0, -1.1619594097137451, 2.141968011856079, 6.464718818664551, 0.0, 0.0, 0.0], 'rewardMean': 0.9281615677607975, 'totalEpisodes': 595, 'stepsPerEpisode': 48, 'rewardPerEpisode': 46.98587870221069
'totalSteps': 16521, 'rewardStep': 0.9508527353916417, 'errorList': [126.63101295450666, 594175.7017587725, 242857.6785849568, 1442066.426221422, 121.46376952013736, 1772098.5070533992, 1227690.426725661, 437381.5135314566, 336430.0156800091, 6097959.834129379, 3049024.473921854, 1764162.7747396554, 84.64981331061622, 631678.2103801882, 133.2011900484362, 4617786.5317521375, 253852.54299624913, 254542.21976224548, 4876012.550561606, 170877.50761221678, 1056315.7026170173, 7158196.67934442, 586869.4914345369, 693404.9022071138, 88.30401574017995, 65989.15368836671, 23263.493601863218, 1980980.8991774404, 621487.7952912084, 508393.1877306155, 14857.344900410124, 1140583.1711801465, 829078.8676555132, 575426.9732398909, 962654.5380358697, 3692078.0377510753, 1100157.4729533095, 917317.095212186, 396436.2137348389, 429134.0783170499, 124899.03077632055, 45090952.02100184, 146263.12917231588, 1082178.0712630472, 895765.985789594, 1130024.235115579, 326308.63215490326, 348830.78464219626, 19255202.005735304, 1920983.3941457197, 274294.52601763216, 14631760.438979326, 285445.3912199466, 7310358.832456901, 1745922.2547444443, 86308.97477177085, 369363.3314620045, 5838160.052733978, 305102.7538156452, 169494.17971143743, 26896.539467440423, 1305945.8876681211, 169510.9148108949, 199735.07064074403, 3339395.5793414135, 6140746.185166921, 488761.2764286529, 1183171.6053115271, 1423303.2100499922, 914222.3117512712, 274.3930689004413, 648560.2877103076, 119.62594077428446, 1323480.7283263532, 12240694.04694961, 29636018.454625025, 875398.5097366391, 1133796.030691682, 36826.71809175948, 565606.0581651636, 341396.8736655829, 1073654.9973275787, 47.92698664449436, 155121.4608563736, 7811248.2885071235, 90610.47054392038, 110527.06265519436, 1209288.6851674225, 2862589.017012388, 228085.90983668776, 592004.8612350356, 81.61130722967049, 664742.1559436446, 1717731.756754208, 12558303.00442474, 1026594.1711975796, 5014472.212004142, 970585.7886358415, 3574370.329803595, 106625.6546579533], 'lossList': [0.0, -1.150500774383545, 1.9741395711898804, 3.243532657623291, 0.0, 0.0, 0.0], 'rewardMean': 0.9355553033147366, 'totalEpisodes': 670, 'stepsPerEpisode': 35, 'rewardPerEpisode': 34.18100966448517, 'successfulTests': 0
'totalSteps': 18163, 'rewardStep': 0.9811721811667896, 'errorList': [], 'lossList': [0.0, -1.1288297176361084, 0.4851020276546478, 0.1721404492855072, 0.0, 0.0, 0.0], 'rewardMean': 0.9444727704856085, 'totalEpisodes': 739, 'stepsPerEpisode': 20, 'rewardPerEpisode': 19.588926544609418
'totalSteps': 19807, 'rewardStep': 0.9305486935669754, 'errorList': [], 'lossList': [0.0, -1.132741928100586, 0.8099877238273621, 1.1557477712631226, 0.0, 0.0, 0.0], 'rewardMean': 0.947147549395052, 'totalEpisodes': 804, 'stepsPerEpisode': 24, 'rewardPerEpisode': 22.63825955054735
'totalSteps': 21457, 'rewardStep': 0.7426434248290432, 'errorList': [], 'lossList': [0.0, -1.1618714332580566, 0.49479252099990845, 0.2848171889781952, 0.0, 0.0, 0.0], 'rewardMean': 0.9110385791683495, 'totalEpisodes': 874, 'stepsPerEpisode': 32, 'rewardPerEpisode': 26.857521008722113
'totalSteps': 23118, 'rewardStep': 0.9699783569069128, 'errorList': [], 'lossList': [0.0, -1.1508903503417969, 1.5312823057174683, 2.249880075454712, 0.0, 0.0, 0.0], 'rewardMean': 0.9150390783722724, 'totalEpisodes': 939, 'stepsPerEpisode': 27, 'rewardPerEpisode': 26.728925642965063
'totalSteps': 24772, 'rewardStep': 0.9201288789284907, 'errorList': [], 'lossList': [0.0, -1.164003610610962, 0.10603771358728409, 0.3731312155723572, 0.0, 0.0, 0.0], 'rewardMean': 0.9088943070796424, 'totalEpisodes': 1004, 'stepsPerEpisode': 19, 'rewardPerEpisode': 17.605327477920067
'totalSteps': 26413, 'rewardStep': 0.9236615013746228, 'errorList': [], 'lossList': [0.0, -1.1553386449813843, 0.16335822641849518, 0.16841331124305725, 0.0, 0.0, 0.0], 'rewardMean': 0.8973921711212091, 'totalEpisodes': 1065, 'stepsPerEpisode': 28, 'rewardPerEpisode': 27.246972959915844
