#parameter variation file for learning
#varied parameters:
#case = 3
#computationIndex = 2
#functionData = {'nArms': 3, 'evaluationSteps': 10000, 'episodeSteps': 1639, 'episodeStepsMax': 2048, 'totalLearningSteps': 1000000, 'logLevel': 3, 'lossThreshold': 0.01, 'rewardThreshold': 0.95, 'meanSampleSize': 10, 'RLalgorithm': 'A2C', 'rewardMode': 2, 'rewardPositionFactor': 0.9, 'stepUpdateTime': 0.02, 'thresholdFactor': 2.25, 'cartForce': 50, 'forceFactor': 1, 'numberOfTests': 100, 'relativeFriction': 0.0, 'storeBestModel': 'models/TP/A2C/TP_A2C_r2_v1_Model', 'netarchLayerSize': 64, 'netarchNumberOfLayers': 2, 'stopWhenAllTestsSuccess': False, 'breakTestsWhenFailed': False, 'nThreadsTraining': 1, 'resultsFile': 'models/TP/A2C/TP_A2C_r2_v1_Results', 'verbose': True}
#
'totalSteps': 1647, 'rewardStep': 0.7636867808111891, 'errorList': [], 'lossList': [0.0, -1.3829010725021362, -5.602969646453857, 20.095500946044922, 0.0, 0.0, 0.0], 'rewardMean': 0.7636867808111891, 'totalEpisodes': 91, 'stepsPerEpisode': 29, 'rewardPerEpisode': 25.623536097262615
'totalSteps': 3298, 'rewardStep': 0.8843121020981992, 'errorList': [], 'lossList': [0.0, -1.373422622680664, 22.50417709350586, 154.26351928710938, 0.0, 0.0, 0.0], 'rewardMean': 0.8239994414546942, 'totalEpisodes': 168, 'stepsPerEpisode': 22, 'rewardPerEpisode': 21.103816262542896
'totalSteps': 4957, 'rewardStep': 0.9411303604834459, 'errorList': [], 'lossList': [0.0, -1.3669644594192505, 3.37825345993042, 11.109053611755371, 0.0, 0.0, 0.0], 'rewardMean': 0.8630430811309447, 'totalEpisodes': 229, 'stepsPerEpisode': 39, 'rewardPerEpisode': 37.162285563218965
'totalSteps': 6616, 'rewardStep': 0.8313438454459438, 'errorList': [], 'lossList': [0.0, -1.3721448183059692, 1.1815681457519531, 1.444156527519226, 0.0, 0.0, 0.0], 'rewardMean': 0.8551182722096945, 'totalEpisodes': 281, 'stepsPerEpisode': 30, 'rewardPerEpisode': 27.939444007703536
'totalSteps': 8257, 'rewardStep': 0.8000806153917351, 'errorList': [], 'lossList': [0.0, -1.3583379983901978, 0.2771538496017456, 0.2782776951789856, 0.0, 0.0, 0.0], 'rewardMean': 0.8441107408461026, 'totalEpisodes': 343, 'stepsPerEpisode': 37, 'rewardPerEpisode': 33.342944988514596
'totalSteps': 9905, 'rewardStep': 0.9077244067091131, 'errorList': [], 'lossList': [0.0, -1.374734878540039, 0.345356285572052, 0.20095524191856384, 0.0, 0.0, 0.0], 'rewardMean': 0.8729182660256875, 'totalEpisodes': 405, 'stepsPerEpisode': 23, 'rewardPerEpisode': 21.506750273268842
'totalSteps': 11573, 'rewardStep': 0.8652739556104998, 'errorList': [], 'lossList': [0.0, -1.3691431283950806, 14.410140991210938, 174.94070434570312, 0.0, 0.0, 0.0], 'rewardMean': 0.8691106367281474, 'totalEpisodes': 451, 'stepsPerEpisode': 37, 'rewardPerEpisode': 34.71212134224136
'totalSteps': 13230, 'rewardStep': 0.8010980049261939, 'errorList': [], 'lossList': [0.0, -1.3695889711380005, -7.562005043029785, 39.4909553527832, 0.0, 0.0, 0.0], 'rewardMean': 0.8411041656166972, 'totalEpisodes': 497, 'stepsPerEpisode': 26, 'rewardPerEpisode': 23.058641481274744
'totalSteps': 14878, 'rewardStep': 0.84916840243043, 'errorList': [], 'lossList': [0.0, -1.3651868104934692, 0.35500088334083557, 0.17917205393314362, 0.0, 0.0, 0.0], 'rewardMean': 0.8446690770135945, 'totalEpisodes': 582, 'stepsPerEpisode': 16, 'rewardPerEpisode': 14.600025563305902
'totalSteps': 16523, 'rewardStep': 0.8268270824105456, 'errorList': [], 'lossList': [0.0, -1.3712003231048584, 5.253501892089844, 24.545984268188477, 0.0, 0.0, 0.0], 'rewardMean': 0.8500183704173564, 'totalEpisodes': 680, 'stepsPerEpisode': 20, 'rewardPerEpisode': 17.872267975550237
'totalSteps': 18170, 'rewardStep': 0.8917105343602922, 'errorList': [], 'lossList': [0.0, -1.426303505897522, 1.7774159908294678, 1.55133855342865, 0.0, 0.0, 0.0], 'rewardMean': 0.8468155959475924, 'totalEpisodes': 774, 'stepsPerEpisode': 11, 'rewardPerEpisode': 10.361438545196938
'totalSteps': 19823, 'rewardStep': 0.9364431788563738, 'errorList': [], 'lossList': [0.0, -1.4293041229248047, 1.4911538362503052, 2.070233106613159, 0.0, 0.0, 0.0], 'rewardMean': 0.8610494405967671, 'totalEpisodes': 878, 'stepsPerEpisode': 17, 'rewardPerEpisode': 16.40661107514213
'totalSteps': 21479, 'rewardStep': 0.9070140858182091, 'errorList': [], 'lossList': [0.0, -1.454336166381836, -2.1237473487854004, 4.264876365661621, 0.0, 0.0, 0.0], 'rewardMean': 0.8822326567751702, 'totalEpisodes': 966, 'stepsPerEpisode': 24, 'rewardPerEpisode': 22.92629400957919
