#parameter variation file for learning
#varied parameters:
#case = 3
#computationIndex = 2
#functionData = {'nArms': 1, 'evaluationSteps': 5000, 'episodeSteps': 1000, 'episodeStepsMax': 1250, 'totalLearningSteps': 200000, 'logLevel': 3, 'lossThreshold': 0.01, 'rewardThreshold': 0.95, 'meanSampleSize': 10, 'RLalgorithm': 'A2C', 'rewardMode': 2, 'rewardPositionFactor': 0.5, 'stepUpdateTime': 0.02, 'thresholdFactor': 0.5, 'cartForce': 12, 'numberOfTests': 50, 'relativeFriction': 0.0, 'storeBestModel': 'plots/PendulumA2C_r2_Model', 'netarchLayerSize': 64, 'netarchNumberOfLayers': 2, 'stopWhenAllTestsSuccess': False, 'breakTestsWhenFailed': True, 'nThreadsTraining': 1, 'resultsFile': 'plots/PendulumA2C_r2_Results', 'verbose': True}
#
'totalSteps': 1005, 'rewardStep': 0.3657293859748574, 'errorList': [], 'lossList': [55.81875801086426, -1.399218201637268, -15.496633529663086, 142.6307830810547], 'rewardMean': 0.3657293859748574, 'totalEpisodes': 48, 'stepsPerEpisode': 6, 'rewardPerEpisode': 3.2009828940507585
'totalSteps': 2011, 'rewardStep': 0.3384162003449416, 'errorList': [], 'lossList': [0.7574162632226944, -1.3896526098251343, 0.5979102849960327, 0.31901195645332336], 'rewardMean': 0.3520727931598995, 'totalEpisodes': 71, 'stepsPerEpisode': 111, 'rewardPerEpisode': 79.18056916483064
'totalSteps': 3049, 'rewardStep': 0.2832234356082257, 'errorList': [], 'lossList': [0.2982170134782791, -1.3941786289215088, 0.2630852162837982, 0.07026359438896179], 'rewardMean': 0.3291230073093416, 'totalEpisodes': 82, 'stepsPerEpisode': 124, 'rewardPerEpisode': 94.85195918009059
'totalSteps': 4159, 'rewardStep': 0.2936406245492176, 'errorList': [], 'lossList': [0.10233942279592156, -1.414263367652893, -0.1037689670920372, 0.0028590885922312737], 'rewardMean': 0.32025241161931056, 'totalEpisodes': 95, 'stepsPerEpisode': 139, 'rewardPerEpisode': 104.30431152024254
'totalSteps': 5230, 'rewardStep': 0.33992164259000673, 'errorList': [], 'lossList': [0.3404752351343632, -1.4038528203964233, -0.3733564019203186, 0.06576233357191086], 'rewardMean': 0.32418625781344984, 'totalEpisodes': 110, 'stepsPerEpisode': 72, 'rewardPerEpisode': 48.331959041623705
'totalSteps': 6292, 'rewardStep': -0.03500665021276539, 'errorList': [], 'lossList': [1.1226998567581177, -1.392074704170227, -2.443948268890381, 2.6424968242645264], 'rewardMean': 0.2440390505759252, 'totalEpisodes': 118, 'stepsPerEpisode': 325, 'rewardPerEpisode': 184.45786955775313
'totalSteps': 7478, 'rewardStep': 0.32304874603095024, 'errorList': [], 'lossList': [0.39839404821395874, -1.370866298675537, -0.7935207486152649, 0.7902534008026123], 'rewardMean': 0.240965559713127, 'totalEpisodes': 131, 'stepsPerEpisode': 188, 'rewardPerEpisode': 127.46513769078418
'totalSteps': 8728, 'rewardStep': 0.6177461570648117, 'errorList': [], 'lossList': [0.11398836830630898, -1.3703131675720215, -0.12078336626291275, 0.013589995913207531], 'rewardMean': 0.2744178318587856, 'totalEpisodes': 133, 'stepsPerEpisode': 351, 'rewardPerEpisode': 291.78463686306435
'totalSteps': 9978, 'rewardStep': 0.2768569276869522, 'errorList': [], 'lossList': [0.24626564979553223, -1.3587385416030884, -3.576082944869995, 6.659634590148926], 'rewardMean': 0.2737811810666582, 'totalEpisodes': 137, 'stepsPerEpisode': 400, 'rewardPerEpisode': 273.66870661131986
'totalSteps': 11228, 'rewardStep': 0.9311647463484365, 'errorList': [], 'lossList': [0.6170428842306137, -1.3396985530853271, 0.4825531840324402, 0.26897940039634705], 'rewardMean': 0.3375335932465801, 'totalEpisodes': 138, 'stepsPerEpisode': 1196, 'rewardPerEpisode': 1004.8990027236886
'totalSteps': 12298, 'rewardStep': 0.23428519431004402, 'errorList': [], 'lossList': [0.7422705888748169, -1.367648959159851, -1.5066673755645752, 1.5287935733795166], 'rewardMean': 0.32103440539466643, 'totalEpisodes': 149, 'stepsPerEpisode': 84, 'rewardPerEpisode': 52.906037180392985
'totalSteps': 13422, 'rewardStep': 0.24281125452910515, 'errorList': [], 'lossList': [0.3205399736762047, -1.3582547903060913, -0.402174711227417, 0.16326947510242462], 'rewardMean': 0.33910515706276334, 'totalEpisodes': 154, 'stepsPerEpisode': 465, 'rewardPerEpisode': 296.8192137050696
'totalSteps': 14672, 'rewardStep': 0.7068196447086794, 'errorList': [], 'lossList': [0.18574178218841553, -1.353671669960022, -0.3137943744659424, 0.2561051845550537], 'rewardMean': 0.41328778655490783, 'totalEpisodes': 155, 'stepsPerEpisode': 534, 'rewardPerEpisode': 420.3718973325783
'totalSteps': 15774, 'rewardStep': 0.3876610078267969, 'errorList': [], 'lossList': [0.28176259994506836, -1.3596223592758179, -1.1745795011520386, 1.7856338024139404], 'rewardMean': 0.42621023891407717, 'totalEpisodes': 160, 'stepsPerEpisode': 215, 'rewardPerEpisode': 159.00880098301948
'totalSteps': 17017, 'rewardStep': 0.23175940179915333, 'errorList': [], 'lossList': [0.3448713794350624, -1.353150486946106, 0.3022921681404114, 0.08515842258930206], 'rewardMean': 0.38310181079873146, 'totalEpisodes': 164, 'stepsPerEpisode': 273, 'rewardPerEpisode': 182.20733216230963
'totalSteps': 18218, 'rewardStep': 0.349355888692491, 'errorList': [], 'lossList': [0.3085188865661621, -1.3607852458953857, -1.1072527170181274, 1.5974676609039307], 'rewardMean': 0.3364279944713816, 'totalEpisodes': 168, 'stepsPerEpisode': 223, 'rewardPerEpisode': 116.11975029243501
'totalSteps': 19279, 'rewardStep': 0.09864368299709869, 'errorList': [], 'lossList': [1.2967774868011475, -1.3625284433364868, -3.102905750274658, 3.6122565269470215], 'rewardMean': 0.3084470861868865, 'totalEpisodes': 174, 'stepsPerEpisode': 161, 'rewardPerEpisode': 106.65429538726843
'totalSteps': 20529, 'rewardStep': 0.6663869695756214, 'errorList': [], 'lossList': [0.22682510316371918, -1.3502166271209717, 0.08912576735019684, 0.2753986716270447], 'rewardMean': 0.3508046576915381, 'totalEpisodes': 178, 'stepsPerEpisode': 343, 'rewardPerEpisode': 280.4810309775057
'totalSteps': 21779, 'rewardStep': 0.834945223664052, 'errorList': [], 'lossList': [0.1589531395584345, -1.3310743570327759, 0.1478985846042633, 0.02210910990834236], 'rewardMean': 0.3636172155870753, 'totalEpisodes': 181, 'stepsPerEpisode': 390, 'rewardPerEpisode': 325.83709822977386
'totalSteps': 22844, 'rewardStep': 0.48970967090858897, 'errorList': [], 'lossList': [0.8118808269500732, -1.3335847854614258, -1.3404964208602905, 1.0572311878204346], 'rewardMean': 0.38402694820343375, 'totalEpisodes': 184, 'stepsPerEpisode': 366, 'rewardPerEpisode': 285.28084996137716
